Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
MEX1,Liga MX,2014/2015,2014-12-07,22:00,U.A.N.L.- Tigres,Toluca,0,0,D,2.16,3.34,3.83,2.19,3.34,4.05,2.11,3.16,3.44
MEX1,Liga MX,2014/2015,2014-12-08,00:00,Club America,Monterrey,0,0,D,1.78,3.82,5.02,1.83,3.82,5.15,1.75,3.49,4.54
MEX1,Liga MX,2014/2015,2014-12-12,02:30,U.A.N.L.- Tigres,Club America,1,0,H,2.57,3.14,3.15,2.63,3.15,3.25,2.45,2.96,2.98
MEX1,Liga MX,2014/2015,2014-12-15,00:00,Club America,U.A.N.L.- Tigres,3,0,H,2.02,3.29,4.35,2.05,3.6,4.55,1.93,3.2,4.04
MEX1,Liga MX,2014/2015,2015-01-10,02:00,Santos Laguna,Veracruz,1,2,A,1.61,3.93,6.71,1.65,4.0,6.71,1.57,3.74,5.84
MEX1,Liga MX,2014/2015,2015-01-10,03:30,Monarcas,Toluca,0,0,D,2.63,3.1,3.11,2.7,3.2,3.11,2.56,3.01,2.82
MEX1,Liga MX,2014/2015,2015-01-10,23:00,Club America,Club Leon,3,2,H,1.83,3.76,4.68,1.9,3.79,4.85,1.79,3.49,4.29
MEX1,Liga MX,2014/2015,2015-01-10,23:00,Puebla,Club Tijuana,2,1,H,2.15,3.32,3.81,2.25,3.35,3.9,2.1,3.1,3.59
MEX1,Liga MX,2014/2015,2015-01-11,01:00,U.A.N.L.- Tigres,Atlas,0,1,A,2.02,3.36,4.31,2.15,3.4,4.45,2.0,3.15,3.84
MEX1,Liga MX,2014/2015,2015-01-11,03:00,Chiapas,Guadalajara Chivas,2,1,H,2.27,3.15,3.74,2.3,3.2,3.74,2.21,3.08,3.31
MEX1,Liga MX,2014/2015,2015-01-11,03:00,Pachuca,Cruz Azul,0,1,A,2.7,3.09,3.02,2.75,3.1,3.04,2.56,3.01,2.84
MEX1,Liga MX,2014/2015,2015-01-11,18:00,U.N.A.M.- Pumas,Queretaro,1,1,D,2.27,3.28,3.58,2.27,3.3,4.0,2.14,3.15,3.44
MEX1,Liga MX,2014/2015,2015-01-11,23:00,Leones Negros,Monterrey,1,0,H,2.74,3.0,3.06,2.77,3.1,3.2,2.62,2.9,2.86
MEX1,Liga MX,2014/2015,2015-01-17,01:30,Queretaro,Leones Negros,1,0,H,2.34,2.91,3.9,2.4,3.4,3.9,2.21,2.92,3.54
MEX1,Liga MX,2014/2015,2015-01-17,02:30,Veracruz,Puebla,3,1,H,2.78,2.89,3.12,2.8,3.1,3.14,2.56,2.88,2.95
MEX1,Liga MX,2014/2015,2015-01-17,03:30,Club Tijuana,Club America,1,0,H,3.38,3.22,2.39,3.38,3.3,2.45,3.15,3.13,2.26
MEX1,Liga MX,2014/2015,2015-01-17,23:00,Cruz Azul,Santos Laguna,1,0,H,1.96,3.57,4.25,2.0,3.57,4.35,1.93,3.33,3.83
MEX1,Liga MX,2014/2015,2015-01-18,01:00,Monterrey,Pachuca,1,0,H,2.21,3.31,3.69,2.44,3.31,3.75,2.17,3.14,3.34
MEX1,Liga MX,2014/2015,2015-01-18,02:06,Club Leon,U.A.N.L.- Tigres,0,1,A,2.16,3.24,3.95,2.2,3.3,3.95,2.11,3.16,3.45
MEX1,Liga MX,2014/2015,2015-01-18,03:00,Atlas,Monarcas,2,1,H,2.52,3.15,3.22,2.52,3.2,3.97,2.32,3.05,3.14
MEX1,Liga MX,2014/2015,2015-01-18,18:00,Toluca,Chiapas,3,0,H,2.09,3.22,4.24,2.11,3.3,4.4,2.0,3.18,3.83
MEX1,Liga MX,2014/2015,2015-01-18,23:00,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,H,2.19,3.17,3.95,2.24,3.3,3.95,2.13,3.1,3.5
MEX1,Liga MX,2014/2015,2015-01-24,01:30,Monarcas,Club Leon,0,0,D,2.9,3.2,2.71,2.9,3.3,2.92,2.64,3.12,2.66
MEX1,Liga MX,2014/2015,2015-01-24,02:30,Veracruz,Cruz Azul,0,0,D,3.45,3.01,2.48,3.5,3.2,2.5,3.26,3.0,2.29
MEX1,Liga MX,2014/2015,2015-01-24,03:30,Santos Laguna,Monterrey,4,1,H,2.1,3.37,3.97,2.15,3.4,4.1,2.06,3.22,3.56
MEX1,Liga MX,2014/2015,2015-01-24,23:00,Club America,Puebla,0,0,D,1.55,4.1,7.06,1.6,4.5,7.3,1.54,3.81,6.08
MEX1,Liga MX,2014/2015,2015-01-25,01:00,U.A.N.L.- Tigres,Club Tijuana,1,2,A,1.83,3.41,5.36,1.86,3.55,5.9,1.78,3.29,4.75
MEX1,Liga MX,2014/2015,2015-01-25,02:06,Pachuca,Queretaro,2,1,H,2.53,3.14,3.21,2.66,3.2,3.41,2.36,3.04,3.1
MEX1,Liga MX,2014/2015,2015-01-25,03:00,Chiapas,Atlas,3,1,H,2.22,3.2,3.79,2.31,3.24,3.8,2.22,3.11,3.29
MEX1,Liga MX,2014/2015,2015-01-25,18:00,U.N.A.M.- Pumas,Toluca,3,2,H,2.91,3.14,2.76,2.91,3.2,2.88,2.69,3.0,2.68
MEX1,Liga MX,2014/2015,2015-01-25,23:00,Leones Negros,Guadalajara Chivas,1,1,D,2.94,2.91,2.93,2.94,3.06,3.0,2.69,2.9,2.76
MEX1,Liga MX,2014/2015,2015-01-31,01:30,Queretaro,Santos Laguna,0,1,A,2.71,3.24,2.88,2.71,3.25,3.0,2.48,3.13,2.82
MEX1,Liga MX,2014/2015,2015-01-31,03:30,Club Tijuana,Monarcas,4,2,H,1.74,3.81,5.33,1.95,3.81,5.33,1.79,3.47,4.43
MEX1,Liga MX,2014/2015,2015-01-31,23:00,Club America,U.A.N.L.- Tigres,1,0,H,2.03,3.4,4.2,2.03,3.4,4.5,1.91,3.26,4.04
MEX1,Liga MX,2014/2015,2015-01-31,23:00,Puebla,Cruz Azul,0,0,D,3.78,3.14,2.26,3.78,3.15,2.58,3.23,3.03,2.3
MEX1,Liga MX,2014/2015,2015-02-01,01:00,Guadalajara Chivas,Pachuca,1,0,H,2.29,3.17,3.67,2.55,3.25,3.67,2.27,3.03,3.25
MEX1,Liga MX,2014/2015,2015-02-01,01:00,Monterrey,Veracruz,1,1,D,1.95,3.33,4.67,2.01,3.33,4.67,1.94,3.2,4.03
MEX1,Liga MX,2014/2015,2015-02-01,02:06,Club Leon,Chiapas,1,1,D,1.91,3.63,4.44,1.93,3.63,4.45,1.86,3.39,4.08
MEX1,Liga MX,2014/2015,2015-02-01,03:00,Atlas,U.N.A.M.- Pumas,1,1,D,2.54,3.07,3.27,2.55,3.2,3.45,2.33,3.04,3.16
MEX1,Liga MX,2014/2015,2015-02-01,18:00,Toluca,Leones Negros,3,1,H,1.93,3.29,4.88,2.01,3.35,4.88,1.88,3.19,4.31
MEX1,Liga MX,2014/2015,2015-02-07,01:30,Monarcas,Club America,2,2,D,4.0,3.49,2.05,4.1,3.5,2.07,3.75,3.34,1.96
MEX1,Liga MX,2014/2015,2015-02-07,02:30,Veracruz,Queretaro,1,1,D,2.52,2.97,3.41,2.55,3.1,3.45,2.44,2.93,3.05
MEX1,Liga MX,2014/2015,2015-02-07,03:30,Santos Laguna,Guadalajara Chivas,1,0,H,1.9,3.53,4.56,1.93,3.53,4.56,1.85,3.35,4.19
MEX1,Liga MX,2014/2015,2015-02-07,23:00,Cruz Azul,Monterrey,1,0,H,1.78,3.35,6.04,1.85,3.5,6.04,1.74,3.34,4.92
MEX1,Liga MX,2014/2015,2015-02-08,01:00,U.A.N.L.- Tigres,Puebla,1,0,H,1.76,3.55,5.51,1.8,3.7,6.0,1.69,3.39,5.28
MEX1,Liga MX,2014/2015,2015-02-08,02:06,Pachuca,Toluca,1,1,D,2.84,3.15,2.77,2.84,3.18,2.9,2.64,3.01,2.73
MEX1,Liga MX,2014/2015,2015-02-08,03:00,Chiapas,Club Tijuana,2,2,D,2.26,3.29,3.56,2.27,3.34,3.9,2.16,3.17,3.35
MEX1,Liga MX,2014/2015,2015-02-08,18:00,U.N.A.M.- Pumas,Club Leon,1,3,A,2.75,3.32,2.78,2.88,3.32,2.94,2.61,3.13,2.68
MEX1,Liga MX,2014/2015,2015-02-08,23:00,Leones Negros,Atlas,0,2,A,2.38,3.06,3.56,2.58,3.1,3.7,2.34,2.94,3.25
MEX1,Liga MX,2014/2015,2015-02-14,01:30,Queretaro,Cruz Azul,1,2,A,2.99,3.01,2.79,3.25,3.1,2.92,2.88,2.91,2.62
MEX1,Liga MX,2014/2015,2015-02-14,03:30,Club Tijuana,U.N.A.M.- Pumas,3,0,H,2.01,3.56,4.1,2.03,3.56,4.4,1.94,3.32,3.87
MEX1,Liga MX,2014/2015,2015-02-14,23:00,Club America,Chiapas,5,0,H,1.53,4.05,7.74,1.67,4.05,7.74,1.54,3.8,6.09
MEX1,Liga MX,2014/2015,2015-02-14,23:00,Puebla,Monterrey,2,0,H,2.54,3.13,3.21,2.58,3.2,3.5,2.38,3.01,3.09
MEX1,Liga MX,2014/2015,2015-02-15,01:00,U.A.N.L.- Tigres,Monarcas,1,0,H,1.57,4.11,6.82,1.64,4.11,7.0,1.55,3.75,6.04
MEX1,Liga MX,2014/2015,2015-02-15,02:06,Club Leon,Leones Negros,2,1,H,1.71,3.89,5.48,1.85,3.89,5.48,1.72,3.53,4.73
MEX1,Liga MX,2014/2015,2015-02-15,03:00,Atlas,Pachuca,1,3,A,2.45,3.19,3.3,2.45,3.2,3.65,2.25,3.05,3.28
MEX1,Liga MX,2014/2015,2015-02-15,18:00,Toluca,Santos Laguna,2,2,D,2.19,3.51,3.51,2.25,3.51,3.51,2.16,3.25,3.28
MEX1,Liga MX,2014/2015,2015-02-15,23:00,Guadalajara Chivas,Veracruz,0,0,D,2.29,3.09,3.75,2.5,3.2,3.8,2.18,3.02,3.5
MEX1,Liga MX,2014/2015,2015-02-21,01:30,Monarcas,Puebla,1,2,A,2.39,3.18,3.35,2.48,3.25,3.47,2.31,3.09,3.12
MEX1,Liga MX,2014/2015,2015-02-21,02:30,Veracruz,Toluca,3,0,H,2.78,3.08,2.93,2.94,3.16,2.93,2.67,2.97,2.73
MEX1,Liga MX,2014/2015,2015-02-21,03:30,Santos Laguna,Atlas,0,1,A,1.74,3.9,5.21,1.87,3.9,5.21,1.74,3.59,4.52
MEX1,Liga MX,2014/2015,2015-02-21,23:00,Cruz Azul,Guadalajara Chivas,1,2,A,1.76,3.44,5.99,1.8,3.6,5.99,1.71,3.34,5.22
MEX1,Liga MX,2014/2015,2015-02-22,01:00,Monterrey,Queretaro,2,1,H,2.07,3.3,4.19,2.15,3.35,4.55,2.04,3.17,3.68
MEX1,Liga MX,2014/2015,2015-02-22,02:06,Pachuca,Club Leon,2,1,H,2.52,3.27,3.1,2.68,3.31,3.18,2.48,3.1,2.84
MEX1,Liga MX,2014/2015,2015-02-22,03:00,Chiapas,U.A.N.L.- Tigres,1,0,H,3.01,3.14,2.63,3.1,3.14,2.8,2.82,3.0,2.56
MEX1,Liga MX,2014/2015,2015-02-22,18:00,U.N.A.M.- Pumas,Club America,0,1,A,3.32,3.32,2.36,3.65,3.32,2.45,3.34,3.18,2.17
MEX1,Liga MX,2014/2015,2015-02-22,23:00,Leones Negros,Club Tijuana,0,1,A,2.76,3.16,2.85,2.8,3.16,3.14,2.6,3.01,2.77
MEX1,Liga MX,2014/2015,2015-02-28,01:30,Monarcas,Chiapas,3,2,H,2.43,3.35,3.18,2.5,3.35,3.25,2.37,3.14,2.99
MEX1,Liga MX,2014/2015,2015-02-28,03:30,Club Tijuana,Pachuca,3,2,H,1.93,3.7,4.25,2.0,3.7,4.5,1.91,3.38,3.9
MEX1,Liga MX,2014/2015,2015-02-28,23:00,Club America,Leones Negros,0,1,A,1.5,4.27,7.97,1.51,4.27,8.23,1.45,4.04,7.21
MEX1,Liga MX,2014/2015,2015-02-28,23:00,Puebla,Queretaro,4,1,H,2.44,3.04,3.41,2.5,3.17,3.55,2.32,3.02,3.16
MEX1,Liga MX,2014/2015,2015-03-01,01:00,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H,1.81,3.52,5.18,1.87,3.52,5.26,1.78,3.35,4.68
MEX1,Liga MX,2014/2015,2015-03-01,02:06,Club Leon,Santos Laguna,2,1,H,2.19,3.69,3.3,2.2,3.72,3.65,2.13,3.36,3.24
MEX1,Liga MX,2014/2015,2015-03-01,03:00,Atlas,Veracruz,0,3,A,2.85,3.03,2.91,2.92,3.1,2.91,2.67,2.97,2.73
MEX1,Liga MX,2014/2015,2015-03-01,18:00,Toluca,Cruz Azul,1,0,H,2.91,3.07,2.81,2.91,3.25,2.94,2.63,2.99,2.76
MEX1,Liga MX,2014/2015,2015-03-01,23:00,Guadalajara Chivas,Monterrey,3,0,H,2.4,3.08,3.52,2.48,3.2,3.65,2.31,3.04,3.18
MEX1,Liga MX,2014/2015,2015-03-07,01:00,Veracruz,Club Leon,1,0,H,2.78,3.22,2.81,2.78,3.25,2.9,2.57,3.1,2.73
MEX1,Liga MX,2014/2015,2015-03-07,01:30,Queretaro,Guadalajara Chivas,1,0,H,2.33,3.04,3.73,2.38,3.12,3.8,2.25,3.02,3.35
MEX1,Liga MX,2014/2015,2015-03-07,23:00,Cruz Azul,Atlas,1,1,D,1.86,3.54,4.86,1.86,3.7,6.0,1.76,3.33,4.84
MEX1,Liga MX,2014/2015,2015-03-08,01:00,Monterrey,Toluca,3,2,H,2.62,3.07,3.1,2.62,3.2,3.25,2.42,3.06,2.99
MEX1,Liga MX,2014/2015,2015-03-08,01:00,Santos Laguna,Club Tijuana,1,1,D,2.04,3.61,3.85,2.11,3.63,3.85,2.0,3.37,3.56
MEX1,Liga MX,2014/2015,2015-03-08,02:06,Pachuca,Club America,0,0,D,3.59,3.33,2.23,3.59,3.43,2.32,3.24,3.22,2.19
MEX1,Liga MX,2014/2015,2015-03-08,03:00,Chiapas,Puebla,2,2,D,2.1,3.39,3.93,2.22,3.4,4.0,2.05,3.19,3.63
MEX1,Liga MX,2014/2015,2015-03-08,18:00,U.N.A.M.- Pumas,Monarcas,2,1,H,2.31,3.32,3.45,2.38,3.32,3.75,2.17,3.17,3.37
MEX1,Liga MX,2014/2015,2015-03-08,23:00,Leones Negros,U.A.N.L.- Tigres,2,1,H,3.54,3.02,2.44,3.54,3.1,2.8,3.06,2.92,2.47
MEX1,Liga MX,2014/2015,2015-03-14,01:30,Monarcas,Leones Negros,0,1,A,2.37,3.22,3.41,2.45,3.22,3.41,2.3,3.06,3.17
MEX1,Liga MX,2014/2015,2015-03-14,03:30,Club Tijuana,Veracruz,3,1,H,1.87,3.67,4.52,2.0,3.67,4.75,1.86,3.36,4.18
MEX1,Liga MX,2014/2015,2015-03-14,23:00,Club America,Santos Laguna,1,0,H,1.68,3.93,5.62,1.8,3.99,5.8,1.67,3.62,4.98
MEX1,Liga MX,2014/2015,2015-03-14,23:00,Puebla,Guadalajara Chivas,1,2,A,2.49,3.06,3.26,2.55,3.17,3.3,2.41,3.01,3.03
MEX1,Liga MX,2014/2015,2015-03-15,01:00,U.A.N.L.- Tigres,Pachuca,2,1,H,1.86,3.59,4.77,1.95,3.65,4.85,1.84,3.35,4.32
MEX1,Liga MX,2014/2015,2015-03-15,02:06,Club Leon,Cruz Azul,2,2,D,2.57,3.43,2.86,2.68,3.43,3.0,2.49,3.09,2.83
MEX1,Liga MX,2014/2015,2015-03-15,03:00,Atlas,Monterrey,2,1,H,2.29,3.15,3.55,2.3,3.25,3.6,2.22,3.07,3.33
MEX1,Liga MX,2014/2015,2015-03-15,03:00,Chiapas,U.N.A.M.- Pumas,0,2,A,2.09,3.42,3.93,2.1,3.42,4.15,2.01,3.24,3.72
MEX1,Liga MX,2014/2015,2015-03-15,18:00,Toluca,Queretaro,1,0,H,2.31,3.29,3.46,2.35,3.4,4.14,2.11,3.2,3.48
MEX1,Liga MX,2014/2015,2015-03-21,01:30,Queretaro,Atlas,2,0,H,2.17,3.21,3.9,2.31,3.21,3.9,2.21,3.07,3.38
MEX1,Liga MX,2014/2015,2015-03-21,02:30,Veracruz,Club America,4,0,H,3.62,3.1,2.32,3.62,3.15,2.4,3.26,3.01,2.29
MEX1,Liga MX,2014/2015,2015-03-21,03:30,Santos Laguna,U.A.N.L.- Tigres,2,2,D,2.47,3.29,3.12,2.56,3.29,3.3,2.42,3.07,2.95
MEX1,Liga MX,2014/2015,2015-03-21,23:00,Cruz Azul,Club Tijuana,2,1,H,1.83,3.6,4.94,2.0,3.65,4.94,1.84,3.37,4.25
MEX1,Liga MX,2014/2015,2015-03-22,01:00,Monterrey,Club Leon,5,1,H,2.31,3.45,3.3,2.4,3.46,3.4,2.26,3.24,3.08
MEX1,Liga MX,2014/2015,2015-03-22,02:06,Pachuca,Monarcas,2,0,H,2.01,3.82,3.8,2.01,3.82,4.1,1.95,3.42,3.72
MEX1,Liga MX,2014/2015,2015-03-22,03:00,Leones Negros,Chiapas,0,1,A,2.65,3.16,3.02,2.65,3.2,3.25,2.42,3.06,2.97
MEX1,Liga MX,2014/2015,2015-03-22,18:00,U.N.A.M.- Pumas,Puebla,2,1,H,2.27,3.3,3.57,2.27,3.3,3.75,2.16,3.16,3.37
MEX1,Liga MX,2014/2015,2015-03-22,23:00,Guadalajara Chivas,Toluca,1,0,H,2.43,3.18,3.35,2.43,3.21,3.45,2.32,3.06,3.14
MEX1,Liga MX,2014/2015,2015-04-04,02:30,Monarcas,Santos Laguna,0,1,A,2.47,3.57,2.95,2.6,3.57,2.98,2.42,3.21,2.84
MEX1,Liga MX,2014/2015,2015-04-05,00:00,Club America,Cruz Azul,1,0,H,2.17,3.3,3.82,2.3,3.3,3.87,2.08,3.16,3.57
MEX1,Liga MX,2014/2015,2015-04-05,00:00,Puebla,Toluca,0,1,A,2.53,3.21,3.11,2.56,3.21,3.11,2.42,3.07,2.95
MEX1,Liga MX,2014/2015,2015-04-05,02:00,Chiapas,Pachuca,2,2,D,2.32,3.42,3.32,2.33,3.45,3.6,2.15,3.24,3.3
MEX1,Liga MX,2014/2015,2015-04-05,02:00,U.A.N.L.- Tigres,Veracruz,3,1,H,1.76,3.61,5.53,1.87,3.65,5.53,1.76,3.37,4.7
MEX1,Liga MX,2014/2015,2015-04-05,03:06,Club Leon,Queretaro,4,5,A,1.9,3.69,4.38,2.0,3.7,4.55,1.9,3.4,3.89
MEX1,Liga MX,2014/2015,2015-04-05,04:00,Atlas,Guadalajara Chivas,1,1,D,2.42,3.07,3.49,2.67,3.1,3.49,2.38,2.95,3.14
MEX1,Liga MX,2014/2015,2015-04-05,04:00,Club Tijuana,Monterrey,3,4,A,2.19,3.45,3.55,2.22,3.6,4.22,2.02,3.35,3.55
MEX1,Liga MX,2014/2015,2015-04-05,18:00,U.N.A.M.- Pumas,Leones Negros,2,0,H,2.01,3.38,4.35,2.02,3.4,4.35,1.97,3.2,3.92
MEX1,Liga MX,2014/2015,2015-04-11,01:30,Queretaro,Club Tijuana,2,1,H,2.09,3.56,3.75,2.33,3.56,3.75,2.11,3.28,3.39
MEX1,Liga MX,2014/2015,2015-04-11,02:30,Veracruz,Monarcas,1,1,D,1.88,3.5,4.83,1.9,3.65,5.5,1.8,3.41,4.39
MEX1,Liga MX,2014/2015,2015-04-11,03:30,Santos Laguna,Chiapas,4,3,H,1.9,3.7,4.37,2.13,3.74,4.37,1.94,3.39,3.76
MEX1,Liga MX,2014/2015,2015-04-11,23:00,Cruz Azul,U.A.N.L.- Tigres,2,0,H,2.12,3.38,3.89,2.22,3.5,4.4,2.0,3.26,3.73
MEX1,Liga MX,2014/2015,2015-04-12,01:00,Monterrey,Club America,1,1,D,3.23,3.41,2.36,3.3,3.41,2.62,2.92,3.21,2.37
MEX1,Liga MX,2014/2015,2015-04-12,02:06,Pachuca,U.N.A.M.- Pumas,3,1,H,2.01,3.66,3.93,2.06,3.66,4.1,1.98,3.33,3.67
MEX1,Liga MX,2014/2015,2015-04-12,03:00,Leones Negros,Puebla,1,1,D,2.54,3.06,3.3,2.54,3.1,3.7,2.38,2.98,3.11
MEX1,Liga MX,2014/2015,2015-04-12,18:00,Toluca,Atlas,0,0,D,1.95,3.43,4.5,2.02,3.43,4.5,1.93,3.24,3.98
MEX1,Liga MX,2014/2015,2015-04-12,23:00,Guadalajara Chivas,Club Leon,1,0,H,2.47,3.35,3.12,2.5,3.5,3.5,2.25,3.2,3.14
MEX1,Liga MX,2014/2015,2015-04-18,01:30,Monarcas,Cruz Azul,2,0,H,4.13,3.43,2.03,4.7,3.45,2.2,3.78,3.22,2.0
MEX1,Liga MX,2014/2015,2015-04-18,02:30,Chiapas,Veracruz,1,1,D,2.02,3.6,3.96,2.25,3.6,4.0,2.03,3.26,3.57
MEX1,Liga MX,2014/2015,2015-04-18,03:30,Club Tijuana,Guadalajara Chivas,1,1,D,1.93,3.6,4.3,2.25,3.6,4.45,1.95,3.35,3.8
MEX1,Liga MX,2014/2015,2015-04-18,23:00,Club America,Queretaro,0,4,A,1.59,4.15,6.22,1.67,4.15,6.5,1.58,3.78,5.61
MEX1,Liga MX,2014/2015,2015-04-18,23:00,Puebla,Atlas,0,1,A,2.27,3.23,3.56,2.36,3.33,3.6,2.21,3.12,3.3
MEX1,Liga MX,2014/2015,2015-04-19,01:00,U.A.N.L.- Tigres,Monterrey,3,0,H,2.0,3.67,3.94,2.0,3.75,4.5,1.89,3.42,3.93
MEX1,Liga MX,2014/2015,2015-04-19,02:06,Club Leon,Toluca,1,1,D,2.09,3.62,3.63,2.18,3.62,3.85,2.08,3.33,3.39
MEX1,Liga MX,2014/2015,2015-04-19,18:00,U.N.A.M.- Pumas,Santos Laguna,1,0,H,2.39,3.49,3.13,2.47,3.5,3.14,2.32,3.26,2.95
MEX1,Liga MX,2014/2015,2015-04-19,23:00,Leones Negros,Pachuca,1,1,D,2.67,3.28,2.9,2.77,3.28,3.13,2.56,3.05,2.8
MEX1,Liga MX,2014/2015,2015-04-25,01:30,Queretaro,U.A.N.L.- Tigres,1,3,A,2.93,3.21,2.69,2.93,3.3,2.82,2.72,3.07,2.61
MEX1,Liga MX,2014/2015,2015-04-25,02:30,Veracruz,U.N.A.M.- Pumas,3,3,D,2.24,3.32,3.62,2.31,3.4,3.86,2.12,3.15,3.48
MEX1,Liga MX,2014/2015,2015-04-25,03:30,Santos Laguna,Leones Negros,1,0,H,1.77,3.8,5.08,1.84,3.8,5.7,1.74,3.49,4.7
MEX1,Liga MX,2014/2015,2015-04-25,23:00,Cruz Azul,Chiapas,0,1,A,1.6,3.92,6.87,1.65,3.94,7.7,1.58,3.64,5.97
MEX1,Liga MX,2014/2015,2015-04-26,01:00,Monterrey,Monarcas,1,0,H,1.67,4.03,5.56,1.77,4.03,5.56,1.66,3.56,5.12
MEX1,Liga MX,2014/2015,2015-04-26,02:06,Pachuca,Puebla,2,1,H,2.21,3.4,3.62,2.21,3.4,4.6,2.02,3.22,3.75
MEX1,Liga MX,2014/2015,2015-04-26,03:00,Atlas,Club Leon,3,2,H,2.46,3.35,3.13,2.46,3.35,3.56,2.29,3.2,3.06
MEX1,Liga MX,2014/2015,2015-04-26,18:00,Toluca,Club Tijuana,2,0,H,2.04,3.6,3.85,2.1,3.6,4.08,1.99,3.33,3.65
MEX1,Liga MX,2014/2015,2015-04-27,00:30,Guadalajara Chivas,Club America,1,1,D,3.21,3.14,2.53,3.21,3.2,2.69,2.94,3.02,2.47
MEX1,Liga MX,2014/2015,2015-05-02,01:30,Monarcas,Queretaro,1,2,A,3.08,3.29,2.52,3.1,3.35,2.52,2.91,3.17,2.39
MEX1,Liga MX,2014/2015,2015-05-02,03:30,Club Tijuana,Atlas,1,2,A,2.03,3.45,4.09,2.1,3.5,4.1,2.0,3.28,3.68
MEX1,Liga MX,2014/2015,2015-05-02,23:00,Puebla,Club Leon,2,0,H,2.28,3.36,3.41,2.37,3.36,3.8,2.16,3.21,3.31
MEX1,Liga MX,2014/2015,2015-05-03,01:00,Club America,Toluca,3,1,H,1.71,3.72,5.7,1.81,3.72,5.7,1.74,3.41,4.83
MEX1,Liga MX,2014/2015,2015-05-03,01:00,U.A.N.L.- Tigres,Guadalajara Chivas,2,1,H,1.75,3.54,5.73,1.84,3.57,5.73,1.75,3.3,4.96
MEX1,Liga MX,2014/2015,2015-05-03,02:06,Pachuca,Santos Laguna,2,3,A,2.22,3.63,3.3,2.37,3.63,3.32,2.22,3.33,3.06
MEX1,Liga MX,2014/2015,2015-05-03,03:00,Chiapas,Monterrey,0,2,A,2.41,3.45,3.13,2.52,3.45,3.14,2.37,3.24,2.9
MEX1,Liga MX,2014/2015,2015-05-03,18:00,U.N.A.M.- Pumas,Cruz Azul,0,1,A,3.3,3.22,2.43,3.39,3.25,2.48,3.11,3.09,2.31
MEX1,Liga MX,2014/2015,2015-05-03,23:00,Leones Negros,Veracruz,1,2,A,2.6,3.16,3.09,2.77,3.2,3.14,2.52,3.02,2.86
MEX1,Liga MX,2014/2015,2015-05-09,01:30,Queretaro,Chiapas,1,0,H,1.64,4.17,5.7,1.71,4.3,5.7,1.64,3.74,5.06
MEX1,Liga MX,2014/2015,2015-05-09,02:30,Veracruz,Pachuca,1,2,A,2.22,3.63,3.28,2.32,3.63,3.5,2.19,3.26,3.18
MEX1,Liga MX,2014/2015,2015-05-10,01:00,Monterrey,U.N.A.M.- Pumas,2,2,D,1.62,4.19,5.74,1.7,4.19,5.75,1.63,3.81,5.07
MEX1,Liga MX,2014/2015,2015-05-10,02:06,Club Leon,Club Tijuana,6,2,H,2.68,3.6,2.64,2.7,3.61,2.85,2.52,3.33,2.63
MEX1,Liga MX,2014/2015,2015-05-10,02:30,Cruz Azul,Leones Negros,0,2,A,1.49,4.24,8.29,1.51,4.3,8.7,1.47,3.93,7.22
MEX1,Liga MX,2014/2015,2015-05-10,02:30,Santos Laguna,Puebla,2,2,D,1.76,3.92,4.84,1.8,3.94,5.0,1.73,3.61,4.49
MEX1,Liga MX,2014/2015,2015-05-10,03:00,Atlas,Club America,1,2,A,3.07,3.36,2.44,3.2,3.36,2.59,2.91,3.17,2.4
MEX1,Liga MX,2014/2015,2015-05-10,18:00,Toluca,U.A.N.L.- Tigres,0,0,D,2.01,3.54,4.09,2.01,3.6,4.35,1.93,3.34,3.85
MEX1,Liga MX,2014/2015,2015-05-10,23:00,Guadalajara Chivas,Monarcas,2,3,A,1.89,3.52,4.71,1.91,3.62,5.0,1.81,3.38,4.4
MEX1,Liga MX,2014/2015,2015-05-14,01:00,Santos Laguna,U.A.N.L.- Tigres,1,1,D,2.74,3.38,2.75,2.81,3.38,2.82,2.59,3.15,2.67
MEX1,Liga MX,2014/2015,2015-05-14,03:06,Pachuca,Club America,3,2,H,3.26,3.29,2.41,3.4,3.3,2.48,3.09,3.14,2.29
MEX1,Liga MX,2014/2015,2015-05-15,01:00,Queretaro,Veracruz,2,1,H,1.99,3.35,4.48,2.1,3.45,4.48,1.98,3.18,3.86
MEX1,Liga MX,2014/2015,2015-05-15,03:00,Guadalajara Chivas,Atlas,0,0,D,2.67,3.02,3.13,2.73,3.1,3.17,2.47,2.94,3.0
MEX1,Liga MX,2014/2015,2015-05-16,23:00,Club America,Pachuca,3,4,A,1.61,4.26,5.98,1.67,4.3,6.4,1.58,3.82,5.57
MEX1,Liga MX,2014/2015,2015-05-17,01:00,U.A.N.L.- Tigres,Santos Laguna,0,1,A,2.1,3.48,3.77,2.13,3.48,4.33,1.99,3.27,3.69
MEX1,Liga MX,2014/2015,2015-05-18,00:00,Atlas,Guadalajara Chivas,1,4,A,2.36,3.14,3.47,2.45,3.3,3.56,2.31,3.02,3.18
