Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
FIN1,Veikkausliiga,2015,2015-04-23,16:30,KuPS,VPS,1,0,H,1.93,3.54,4.47,1.96,3.75,4.75,1.89,3.31,4.15
FIN1,Veikkausliiga,2015,2015-04-23,16:30,Lahti,Mariehamn,0,1,A,2.03,3.37,4.24,2.03,3.6,5.1,1.89,3.3,4.18
FIN1,Veikkausliiga,2015,2015-04-23,16:30,Rovaniemi,Inter Turku,0,4,A,2.73,3.48,2.69,2.91,3.5,2.85,2.61,3.24,2.63
FIN1,Veikkausliiga,2015,2015-04-29,16:30,HJK,KTP,1,0,H,1.22,6.55,17.8,1.25,7.0,19.5,1.21,5.87,14.31
FIN1,Veikkausliiga,2015,2015-04-29,16:30,Jaro,Ilves,3,1,H,2.09,3.36,4.05,2.1,3.4,4.2,2.02,3.24,3.74
FIN1,Veikkausliiga,2015,2015-04-29,16:30,Rovaniemi,HIFK,2,0,H,2.38,3.39,3.23,2.4,3.5,3.5,2.28,3.19,3.12
FIN1,Veikkausliiga,2015,2015-04-29,16:30,VPS,Mariehamn,0,1,A,2.44,3.22,3.27,2.44,3.35,3.6,2.27,3.13,3.21
FIN1,Veikkausliiga,2015,2015-05-03,14:00,HJK,Jaro,3,0,H,1.27,5.87,14.87,1.3,6.0,15.33,1.25,5.29,12.78
FIN1,Veikkausliiga,2015,2015-05-03,14:00,Ilves,Rovaniemi,0,1,A,3.05,3.15,2.64,3.05,3.3,2.7,2.82,3.07,2.55
FIN1,Veikkausliiga,2015,2015-05-03,14:00,KTP,VPS,3,2,H,3.06,3.16,2.61,3.1,3.3,2.62,2.88,3.06,2.51
FIN1,Veikkausliiga,2015,2015-05-03,14:00,Lahti,Inter Turku,1,1,D,2.36,3.3,3.37,2.42,3.35,3.5,2.26,3.17,3.19
FIN1,Veikkausliiga,2015,2015-05-03,14:00,Mariehamn,KuPS,1,1,D,2.32,3.36,3.38,2.54,3.4,3.38,2.29,3.17,3.12
FIN1,Veikkausliiga,2015,2015-05-03,14:00,SJK,HIFK,2,0,H,1.52,4.12,8.06,1.52,4.33,8.5,1.47,3.9,7.48
FIN1,Veikkausliiga,2015,2015-05-08,16:30,HIFK,Inter Turku,2,1,H,3.08,3.42,2.45,3.3,3.42,2.45,3.04,3.26,2.29
FIN1,Veikkausliiga,2015,2015-05-08,16:30,Jaro,Rovaniemi,1,2,A,2.52,3.23,3.12,2.57,3.25,3.15,2.4,3.11,2.98
FIN1,Veikkausliiga,2015,2015-05-08,16:30,KuPS,HJK,1,0,H,5.87,3.69,1.71,5.87,3.8,1.78,5.05,3.52,1.7
FIN1,Veikkausliiga,2015,2015-05-08,16:30,Lahti,SJK,1,0,H,3.23,3.07,2.57,3.23,3.15,2.6,3.01,3.0,2.46
FIN1,Veikkausliiga,2015,2015-05-08,16:30,Mariehamn,KTP,2,1,H,1.75,3.65,5.59,1.79,3.85,5.7,1.69,3.52,5.14
FIN1,Veikkausliiga,2015,2015-05-08,16:30,VPS,Ilves,2,3,A,1.93,3.56,4.44,1.95,3.58,5.25,1.83,3.34,4.45
FIN1,Veikkausliiga,2015,2015-05-11,16:30,HJK,VPS,1,0,H,1.32,5.52,11.45,1.32,6.0,12.56,1.28,5.1,10.37
FIN1,Veikkausliiga,2015,2015-05-11,16:30,Inter Turku,Jaro,2,0,H,1.63,4.16,5.82,1.67,4.16,5.85,1.61,3.79,5.37
FIN1,Veikkausliiga,2015,2015-05-11,16:30,SJK,KuPS,5,0,H,2.08,3.17,4.36,2.13,3.35,4.5,1.98,3.14,4.0
FIN1,Veikkausliiga,2015,2015-05-14,12:00,HJK,Mariehamn,1,0,H,1.51,4.32,7.76,1.52,4.7,8.8,1.46,4.16,6.97
FIN1,Veikkausliiga,2015,2015-05-14,12:00,Ilves,HIFK,1,1,D,2.61,3.23,3.01,2.85,3.3,3.01,2.59,3.09,2.76
FIN1,Veikkausliiga,2015,2015-05-14,12:00,SJK,VPS,2,0,H,1.54,4.01,8.01,1.55,4.4,8.01,1.49,3.81,7.27
FIN1,Veikkausliiga,2015,2015-05-14,16:30,Inter Turku,KTP,4,1,H,1.72,3.75,5.65,1.75,3.85,5.76,1.68,3.57,5.15
FIN1,Veikkausliiga,2015,2015-05-14,16:30,Jaro,Lahti,1,1,D,3.81,3.24,2.2,3.81,3.45,2.3,3.5,3.17,2.12
FIN1,Veikkausliiga,2015,2015-05-14,16:30,Rovaniemi,KuPS,1,0,H,2.37,3.3,3.31,2.4,3.35,3.4,2.3,3.19,3.08
FIN1,Veikkausliiga,2015,2015-05-17,15:00,HIFK,Jaro,3,2,H,2.05,3.51,3.96,2.1,3.55,3.98,2.0,3.32,3.68
FIN1,Veikkausliiga,2015,2015-05-17,15:00,KTP,SJK,0,0,D,6.56,3.8,1.64,6.56,3.8,1.74,5.91,3.58,1.61
FIN1,Veikkausliiga,2015,2015-05-17,15:00,KuPS,Inter Turku,1,1,D,2.41,3.36,3.2,2.41,3.4,3.48,2.24,3.22,3.17
FIN1,Veikkausliiga,2015,2015-05-17,15:00,Lahti,Rovaniemi,1,2,A,2.1,3.29,4.1,2.13,3.38,4.3,2.01,3.18,3.91
FIN1,Veikkausliiga,2015,2015-05-17,15:00,Mariehamn,Ilves,2,0,H,1.61,4.07,6.31,1.62,4.08,7.0,1.56,3.79,6.04
FIN1,Veikkausliiga,2015,2015-05-17,15:00,VPS,HJK,2,2,D,7.44,3.99,1.56,7.44,4.0,1.62,6.55,3.76,1.53
FIN1,Veikkausliiga,2015,2015-05-20,16:30,KuPS,Lahti,0,3,A,2.56,3.24,3.07,2.56,3.24,3.28,2.4,3.11,2.99
FIN1,Veikkausliiga,2015,2015-05-20,16:30,Mariehamn,Rovaniemi,1,0,H,2.09,3.4,3.96,2.11,3.65,4.0,2.03,3.25,3.67
FIN1,Veikkausliiga,2015,2015-05-20,16:30,SJK,Ilves,3,0,H,1.36,5.25,10.08,1.36,5.25,12.5,1.32,4.7,10.02
FIN1,Veikkausliiga,2015,2015-05-21,16:30,HJK,Inter Turku,2,0,H,1.42,4.89,8.7,1.51,5.0,8.7,1.41,4.44,7.42
FIN1,Veikkausliiga,2015,2015-05-21,16:30,KTP,HIFK,1,2,A,2.38,3.31,3.3,2.57,3.4,3.3,2.35,3.2,3.0
FIN1,Veikkausliiga,2015,2015-05-21,16:30,VPS,Jaro,1,2,A,2.07,3.52,3.87,2.13,3.52,4.2,2.01,3.32,3.7
FIN1,Veikkausliiga,2015,2015-05-23,14:00,Ilves,Lahti,2,1,H,4.23,3.36,2.05,4.25,3.45,2.06,3.84,3.24,1.99
FIN1,Veikkausliiga,2015,2015-05-24,16:30,Jaro,KTP,0,2,A,2.2,3.42,3.61,2.24,3.5,3.65,2.14,3.25,3.35
FIN1,Veikkausliiga,2015,2015-05-24,16:30,SJK,HJK,1,2,A,2.83,3.1,2.85,2.83,3.25,2.89,2.71,2.99,2.7
FIN1,Veikkausliiga,2015,2015-05-25,16:30,HIFK,KuPS,1,1,D,2.47,3.38,3.08,2.48,3.4,3.1,2.39,3.22,2.91
FIN1,Veikkausliiga,2015,2015-05-25,16:30,Inter Turku,Mariehamn,1,1,D,2.33,3.55,3.16,2.38,3.6,3.2,2.27,3.31,3.04
FIN1,Veikkausliiga,2015,2015-05-28,16:30,KTP,Lahti,0,0,D,3.76,3.45,2.13,3.9,3.45,2.17,3.55,3.23,2.08
FIN1,Veikkausliiga,2015,2015-05-29,16:30,HJK,KuPS,1,1,D,1.27,5.93,14.02,1.31,6.2,14.02,1.26,5.34,11.05
FIN1,Veikkausliiga,2015,2015-05-29,16:30,Rovaniemi,VPS,1,0,H,2.05,3.44,4.06,2.06,3.5,4.4,1.94,3.3,3.96
FIN1,Veikkausliiga,2015,2015-06-03,16:30,HJK,Ilves,2,1,H,1.2,7.08,19.16,1.24,7.08,21.0,1.19,6.18,14.47
FIN1,Veikkausliiga,2015,2015-06-03,16:30,Lahti,HIFK,2,0,H,1.93,3.78,4.14,1.95,3.78,4.7,1.85,3.45,4.14
FIN1,Veikkausliiga,2015,2015-06-03,16:30,Mariehamn,SJK,0,3,A,2.7,3.14,2.95,2.88,3.25,2.96,2.63,3.06,2.74
FIN1,Veikkausliiga,2015,2015-06-03,16:30,Rovaniemi,KTP,4,0,H,1.68,3.77,6.02,1.75,3.85,6.02,1.68,3.51,5.21
FIN1,Veikkausliiga,2015,2015-06-03,16:30,VPS,Inter Turku,3,0,H,2.82,3.33,2.7,3.13,3.55,2.7,2.8,3.19,2.5
FIN1,Veikkausliiga,2015,2015-06-06,14:00,Ilves,Inter Turku,1,0,H,3.61,3.64,2.11,3.7,3.64,2.2,3.4,3.34,2.09
FIN1,Veikkausliiga,2015,2015-06-07,12:00,HIFK,Jaro,0,0,D,1.99,3.8,3.86,2.05,3.8,4.25,1.95,3.48,3.68
FIN1,Veikkausliiga,2015,2015-06-07,12:00,KuPS,VPS,0,0,D,2.2,3.38,3.64,2.22,3.4,3.88,2.06,3.24,3.6
FIN1,Veikkausliiga,2015,2015-06-07,12:00,Lahti,HJK,0,0,D,4.13,3.45,2.03,4.33,3.55,2.06,3.97,3.27,1.94
FIN1,Veikkausliiga,2015,2015-06-07,12:00,SJK,Rovaniemi,0,1,A,1.75,3.66,5.53,1.75,3.7,6.1,1.66,3.52,5.38
FIN1,Veikkausliiga,2015,2015-06-08,16:30,KTP,Mariehamn,0,2,A,4.23,3.51,1.98,4.35,3.65,2.05,3.88,3.34,1.95
FIN1,Veikkausliiga,2015,2015-06-16,16:30,HIFK,Rovaniemi,1,1,D,3.04,3.33,2.53,3.28,3.45,2.57,2.97,3.19,2.36
FIN1,Veikkausliiga,2015,2015-06-16,16:30,Jaro,Ilves,3,0,H,2.14,3.5,3.69,2.21,3.65,3.96,2.1,3.3,3.46
FIN1,Veikkausliiga,2015,2015-06-17,16:30,HJK,SJK,3,1,H,1.76,3.55,5.77,1.81,3.85,6.0,1.7,3.45,5.25
FIN1,Veikkausliiga,2015,2015-06-17,16:30,Inter Turku,KTP,3,0,H,1.53,4.28,7.27,1.6,4.65,7.5,1.49,4.14,6.42
FIN1,Veikkausliiga,2015,2015-06-17,16:30,Mariehamn,KuPS,2,3,A,1.88,3.63,4.6,1.9,3.75,4.6,1.84,3.42,4.3
FIN1,Veikkausliiga,2015,2015-06-17,16:30,VPS,Lahti,2,0,H,3.19,3.17,2.52,3.35,3.3,2.52,3.02,3.12,2.39
FIN1,Veikkausliiga,2015,2015-06-22,16:30,HJK,Jaro,4,0,H,1.25,6.38,15.29,1.26,6.5,15.33,1.23,5.72,12.01
FIN1,Veikkausliiga,2015,2015-06-22,16:30,Inter Turku,HIFK,3,1,H,1.77,4.01,4.75,1.78,4.25,5.4,1.72,3.72,4.56
FIN1,Veikkausliiga,2015,2015-06-22,16:30,KTP,KuPS,3,1,H,3.19,3.26,2.47,3.3,3.35,2.53,3.02,3.15,2.37
FIN1,Veikkausliiga,2015,2015-06-22,16:30,Lahti,Mariehamn,0,0,D,2.13,3.32,3.94,2.15,3.4,3.94,2.07,3.27,3.55
FIN1,Veikkausliiga,2015,2015-06-22,16:30,Rovaniemi,Ilves,4,1,H,1.5,4.35,7.81,1.55,4.5,8.4,1.48,4.03,6.77
FIN1,Veikkausliiga,2015,2015-06-22,16:30,SJK,VPS,3,2,H,1.59,3.95,7.03,1.59,4.3,7.4,1.51,3.77,6.86
FIN1,Veikkausliiga,2015,2015-06-25,16:30,Jaro,KTP,0,0,D,2.02,3.5,4.11,2.22,3.7,4.25,2.01,3.34,3.62
FIN1,Veikkausliiga,2015,2015-06-25,16:30,KuPS,Lahti,1,0,H,2.85,3.2,2.76,2.91,3.2,3.1,2.67,3.05,2.72
FIN1,Veikkausliiga,2015,2015-06-25,16:30,Mariehamn,SJK,1,1,D,2.9,3.23,2.7,3.0,3.5,2.7,2.82,3.15,2.5
FIN1,Veikkausliiga,2015,2015-06-25,16:30,Rovaniemi,Inter Turku,1,1,D,2.02,3.57,4.01,2.05,3.95,4.25,1.97,3.41,3.72
FIN1,Veikkausliiga,2015,2015-06-25,16:30,VPS,HIFK,0,2,A,2.02,3.55,4.02,2.07,3.55,4.1,1.99,3.31,3.74
FIN1,Veikkausliiga,2015,2015-06-26,16:30,Ilves,HJK,1,1,D,8.4,4.63,1.45,9.0,5.0,1.47,7.39,4.38,1.42
FIN1,Veikkausliiga,2015,2015-06-28,16:30,HIFK,Mariehamn,1,1,D,2.56,3.44,2.91,2.73,3.44,2.91,2.53,3.26,2.71
FIN1,Veikkausliiga,2015,2015-06-28,16:30,Jaro,Rovaniemi,0,1,A,2.92,3.32,2.63,3.1,3.4,2.66,2.85,3.17,2.48
FIN1,Veikkausliiga,2015,2015-06-29,16:30,Inter Turku,HJK,3,0,H,3.68,3.48,2.14,4.0,3.6,2.15,3.63,3.33,2.03
FIN1,Veikkausliiga,2015,2015-07-05,16:30,KuPS,Jaro,1,3,A,1.99,3.57,4.13,2.02,3.7,4.2,1.92,3.42,3.89
FIN1,Veikkausliiga,2015,2015-07-05,16:30,Mariehamn,Ilves,0,0,D,1.49,4.5,7.5,1.55,4.6,7.5,1.47,4.14,6.6
FIN1,Veikkausliiga,2015,2015-07-05,16:30,VPS,Inter Turku,0,0,D,3.02,3.37,2.52,3.03,3.38,2.63,2.88,3.19,2.44
FIN1,Veikkausliiga,2015,2015-07-06,16:30,HJK,HIFK,1,1,D,1.5,4.52,7.3,1.5,4.7,9.33,1.42,4.31,7.47
FIN1,Veikkausliiga,2015,2015-07-06,16:30,KTP,Rovaniemi,0,0,D,3.53,3.5,2.19,3.61,3.55,2.2,3.43,3.28,2.1
FIN1,Veikkausliiga,2015,2015-07-06,16:30,Lahti,SJK,1,0,H,2.56,3.07,3.25,2.72,3.15,3.25,2.55,2.98,2.91
FIN1,Veikkausliiga,2015,2015-07-10,16:30,Rovaniemi,HJK,2,1,H,3.04,3.24,2.58,3.2,3.26,2.58,2.99,3.14,2.39
FIN1,Veikkausliiga,2015,2015-07-12,16:30,Ilves,KuPS,1,0,H,2.72,3.24,2.86,2.88,3.25,2.91,2.61,3.15,2.7
FIN1,Veikkausliiga,2015,2015-07-12,16:30,Jaro,VPS,2,1,H,2.19,3.39,3.67,2.21,3.52,3.84,2.09,3.26,3.48
FIN1,Veikkausliiga,2015,2015-07-12,16:30,SJK,KTP,1,0,H,1.4,4.7,10.05,1.45,4.75,10.37,1.38,4.33,8.69
FIN1,Veikkausliiga,2015,2015-07-13,16:30,Inter Turku,Mariehamn,1,1,D,2.4,3.39,3.19,2.4,3.42,3.38,2.33,3.26,2.97
FIN1,Veikkausliiga,2015,2015-07-19,16:30,KuPS,Inter Turku,1,1,D,3.08,3.31,2.51,3.08,3.4,2.65,2.84,3.21,2.46
FIN1,Veikkausliiga,2015,2015-07-19,16:30,Lahti,Ilves,3,1,H,1.63,3.93,6.32,1.75,3.93,6.5,1.62,3.69,5.47
FIN1,Veikkausliiga,2015,2015-07-19,16:30,Mariehamn,Jaro,4,3,H,1.66,4.1,5.64,1.67,4.1,6.5,1.63,3.75,5.31
FIN1,Veikkausliiga,2015,2015-07-19,16:30,SJK,HIFK,4,1,H,1.57,4.08,6.96,1.59,4.1,7.5,1.53,3.86,6.35
FIN1,Veikkausliiga,2015,2015-07-19,16:30,VPS,Rovaniemi,1,1,D,3.17,3.27,2.48,3.38,3.35,2.48,3.0,3.19,2.36
FIN1,Veikkausliiga,2015,2015-07-25,14:00,HJK,KTP,2,1,H,1.28,6.01,12.98,1.3,6.1,13.5,1.28,5.17,10.93
FIN1,Veikkausliiga,2015,2015-07-25,14:00,Jaro,HIFK,0,2,A,2.19,3.39,3.65,2.27,3.5,3.65,2.13,3.33,3.32
FIN1,Veikkausliiga,2015,2015-07-26,16:30,Ilves,SJK,0,0,D,4.93,3.86,1.78,5.4,3.86,1.78,4.88,3.56,1.71
FIN1,Veikkausliiga,2015,2015-07-26,16:30,Inter Turku,Lahti,0,2,A,2.28,3.57,3.27,2.3,3.57,3.6,2.23,3.32,3.11
FIN1,Veikkausliiga,2015,2015-07-26,16:30,Rovaniemi,Mariehamn,1,1,D,2.47,3.39,3.08,2.49,3.4,3.52,2.3,3.23,3.06
FIN1,Veikkausliiga,2015,2015-08-01,14:00,HIFK,Ilves,2,2,D,1.8,3.82,4.83,1.85,3.9,4.95,1.79,3.58,4.33
FIN1,Veikkausliiga,2015,2015-08-02,13:00,SJK,Inter Turku,0,1,A,1.62,4.15,6.05,1.67,4.2,6.5,1.59,3.84,5.47
FIN1,Veikkausliiga,2015,2015-08-02,16:30,KuPS,Rovaniemi,3,0,H,2.53,3.42,2.96,2.75,3.42,3.0,2.5,3.24,2.75
FIN1,Veikkausliiga,2015,2015-08-02,16:30,Lahti,Jaro,1,1,D,1.6,4.19,6.19,1.65,4.19,6.5,1.58,3.87,5.59
FIN1,Veikkausliiga,2015,2015-08-03,16:30,KTP,VPS,0,0,D,2.48,3.23,3.2,2.52,3.32,3.2,2.45,3.15,2.89
FIN1,Veikkausliiga,2015,2015-08-09,14:00,Ilves,KTP,2,0,H,2.03,3.49,4.06,2.11,3.6,4.33,1.97,3.35,3.78
FIN1,Veikkausliiga,2015,2015-08-09,14:00,Jaro,SJK,1,0,H,4.35,3.68,1.91,4.39,3.68,1.97,4.02,3.46,1.87
FIN1,Veikkausliiga,2015,2015-08-09,14:00,KuPS,HIFK,2,0,H,2.27,3.27,3.59,2.27,3.4,3.8,2.11,3.29,3.41
FIN1,Veikkausliiga,2015,2015-08-09,14:00,Rovaniemi,Lahti,1,2,A,2.93,3.12,2.76,2.93,3.2,2.87,2.73,3.05,2.66
FIN1,Veikkausliiga,2015,2015-08-09,14:00,VPS,Mariehamn,1,0,H,3.33,3.4,2.31,3.35,3.4,2.4,3.09,3.26,2.27
FIN1,Veikkausliiga,2015,2015-08-12,16:30,HJK,Lahti,1,0,H,1.76,3.63,5.51,1.8,3.8,5.6,1.7,3.49,5.08
FIN1,Veikkausliiga,2015,2015-08-12,16:30,Inter Turku,Ilves,1,2,A,1.64,4.33,5.44,1.72,4.33,5.55,1.62,3.94,5.04
FIN1,Veikkausliiga,2015,2015-08-12,16:30,Mariehamn,KTP,0,1,A,1.34,5.55,9.97,1.44,5.7,10.5,1.34,4.9,8.52
FIN1,Veikkausliiga,2015,2015-08-12,16:30,Rovaniemi,SJK,2,0,H,3.41,3.19,2.38,3.41,3.24,2.49,3.1,3.08,2.35
FIN1,Veikkausliiga,2015,2015-08-12,16:30,VPS,KuPS,2,2,D,2.48,3.3,3.15,2.52,3.3,3.3,2.37,3.14,3.01
FIN1,Veikkausliiga,2015,2015-08-16,16:30,Ilves,Jaro,1,0,H,2.31,3.51,3.21,2.45,3.53,3.21,2.32,3.28,2.96
FIN1,Veikkausliiga,2015,2015-08-16,16:30,Lahti,VPS,0,0,D,1.72,3.79,5.55,1.77,3.79,5.55,1.71,3.5,4.99
FIN1,Veikkausliiga,2015,2015-08-17,16:30,HIFK,Rovaniemi,1,1,D,2.65,3.3,2.91,2.66,3.39,2.91,2.52,3.17,2.76
FIN1,Veikkausliiga,2015,2015-08-19,16:30,KTP,Inter Turku,4,1,H,3.16,3.34,2.45,3.16,3.44,2.55,2.89,3.16,2.42
FIN1,Veikkausliiga,2015,2015-08-19,16:30,KuPS,Mariehamn,0,0,D,2.67,3.27,2.9,2.78,3.3,2.9,2.61,3.15,2.68
FIN1,Veikkausliiga,2015,2015-08-22,14:00,Rovaniemi,Ilves,0,0,D,1.5,4.32,7.79,1.55,4.4,7.79,1.49,4.04,6.56
FIN1,Veikkausliiga,2015,2015-08-23,16:30,Jaro,Inter Turku,0,0,D,2.49,3.61,2.88,2.55,3.61,2.94,2.43,3.37,2.76
FIN1,Veikkausliiga,2015,2015-08-23,16:30,KuPS,KTP,1,1,D,1.61,4.0,6.57,1.8,4.0,6.57,1.63,3.7,5.39
FIN1,Veikkausliiga,2015,2015-08-23,16:30,Mariehamn,Lahti,0,2,A,2.43,3.34,3.18,2.43,3.4,3.26,2.3,3.23,3.05
FIN1,Veikkausliiga,2015,2015-08-23,16:30,VPS,SJK,1,3,A,4.23,3.41,2.02,4.47,3.41,2.1,3.9,3.23,1.98
FIN1,Veikkausliiga,2015,2015-08-24,16:30,HJK,HIFK,1,1,D,1.65,4.08,5.7,1.7,4.08,6.0,1.63,3.76,5.17
FIN1,Veikkausliiga,2015,2015-08-26,16:30,SJK,KuPS,1,0,H,1.71,3.86,5.48,1.75,3.86,6.25,1.64,3.62,5.45
FIN1,Veikkausliiga,2015,2015-08-26,16:30,VPS,Lahti,3,1,H,3.4,3.28,2.35,3.42,3.35,2.5,3.15,3.14,2.29
FIN1,Veikkausliiga,2015,2015-08-29,14:00,Inter Turku,Rovaniemi,2,0,H,2.14,3.47,3.73,2.38,3.6,3.8,2.17,3.28,3.27
FIN1,Veikkausliiga,2015,2015-08-29,14:00,KTP,Jaro,1,0,H,2.49,3.42,3.02,2.55,3.42,3.1,2.4,3.22,2.88
FIN1,Veikkausliiga,2015,2015-08-30,16:30,HIFK,VPS,3,0,H,2.08,3.42,3.97,2.08,3.5,4.05,2.01,3.31,3.68
FIN1,Veikkausliiga,2015,2015-08-30,16:30,Ilves,HJK,1,0,H,4.53,3.72,1.87,4.7,3.72,1.91,4.31,3.42,1.83
FIN1,Veikkausliiga,2015,2015-08-30,16:30,Lahti,KuPS,1,0,H,2.0,3.46,4.23,2.0,3.6,4.75,1.88,3.34,4.14
FIN1,Veikkausliiga,2015,2015-08-30,16:30,SJK,Mariehamn,4,0,H,2.07,3.4,4.06,2.08,3.5,4.45,1.92,3.34,3.96
FIN1,Veikkausliiga,2015,2015-09-10,16:30,HJK,Inter Turku,0,2,A,1.51,4.55,7.05,1.55,4.55,7.05,1.51,4.06,6.18
FIN1,Veikkausliiga,2015,2015-09-10,16:30,KuPS,SJK,1,1,D,3.38,3.4,2.31,3.58,3.5,2.31,3.23,3.23,2.21
FIN1,Veikkausliiga,2015,2015-09-10,16:30,Lahti,KTP,3,2,H,1.6,3.97,6.85,1.7,3.97,7.2,1.6,3.66,5.73
FIN1,Veikkausliiga,2015,2015-09-10,16:30,Mariehamn,HIFK,1,0,H,1.84,3.82,4.54,1.9,3.82,4.54,1.81,3.55,4.19
FIN1,Veikkausliiga,2015,2015-09-10,16:30,Rovaniemi,Jaro,0,0,D,1.75,3.86,5.14,1.79,3.86,5.14,1.72,3.63,4.66
FIN1,Veikkausliiga,2015,2015-09-10,16:30,VPS,Ilves,1,0,H,2.24,3.47,3.44,2.25,3.47,3.6,2.15,3.29,3.29
FIN1,Veikkausliiga,2015,2015-09-13,15:30,SJK,Lahti,0,0,D,1.99,3.45,4.29,2.0,3.5,4.55,1.91,3.3,4.04
FIN1,Veikkausliiga,2015,2015-09-13,16:30,Ilves,Mariehamn,1,3,A,3.17,3.36,2.43,3.17,3.5,2.5,2.86,3.27,2.38
FIN1,Veikkausliiga,2015,2015-09-13,16:30,Jaro,HJK,1,1,D,3.83,3.55,2.07,4.3,3.55,2.11,3.69,3.39,1.97
FIN1,Veikkausliiga,2015,2015-09-14,16:30,HIFK,KuPS,1,3,A,2.5,3.22,3.17,2.5,3.38,3.25,2.36,3.19,3.0
FIN1,Veikkausliiga,2015,2015-09-14,16:30,Inter Turku,VPS,1,1,D,1.87,3.73,4.53,1.89,3.75,4.8,1.82,3.49,4.26
FIN1,Veikkausliiga,2015,2015-09-14,16:30,KTP,Rovaniemi,0,4,A,3.72,3.34,2.19,3.72,3.4,2.36,3.26,3.21,2.21
FIN1,Veikkausliiga,2015,2015-09-17,16:30,HIFK,VPS,0,3,A,2.09,3.46,3.87,2.13,3.5,4.05,2.04,3.29,3.56
FIN1,Veikkausliiga,2015,2015-09-17,16:30,Ilves,KuPS,1,0,H,3.29,3.29,2.39,3.29,3.4,2.65,3.0,3.17,2.37
FIN1,Veikkausliiga,2015,2015-09-17,16:30,Jaro,Mariehamn,0,0,D,2.72,3.48,2.71,2.78,3.5,2.77,2.61,3.29,2.6
FIN1,Veikkausliiga,2015,2015-09-20,14:00,HJK,Rovaniemi,0,2,A,1.88,3.52,4.78,1.91,3.6,4.78,1.84,3.39,4.31
FIN1,Veikkausliiga,2015,2015-09-20,14:00,KTP,SJK,1,3,A,5.49,3.88,1.71,5.75,3.88,1.75,5.09,3.62,1.67
FIN1,Veikkausliiga,2015,2015-09-20,14:00,KuPS,Ilves,1,2,A,1.65,3.94,6.13,1.74,3.94,6.13,1.63,3.65,5.48
FIN1,Veikkausliiga,2015,2015-09-20,14:00,Lahti,HIFK,0,5,A,1.74,3.78,5.36,1.75,3.78,5.75,1.67,3.55,5.23
FIN1,Veikkausliiga,2015,2015-09-20,14:00,VPS,Jaro,2,1,H,2.45,3.34,3.16,2.47,3.4,3.23,2.34,3.2,3.02
FIN1,Veikkausliiga,2015,2015-09-21,16:30,Mariehamn,Inter Turku,0,2,A,2.1,3.68,3.61,2.1,3.73,4.25,2.0,3.48,3.54
FIN1,Veikkausliiga,2015,2015-09-23,15:00,SJK,HJK,3,0,H,2.33,3.38,3.35,2.36,3.4,3.5,2.22,3.24,3.21
FIN1,Veikkausliiga,2015,2015-09-23,16:30,HIFK,KTP,0,0,D,1.59,4.2,6.32,1.63,4.3,6.32,1.56,3.99,5.6
FIN1,Veikkausliiga,2015,2015-09-23,16:30,Jaro,KuPS,1,1,D,2.18,3.35,3.74,2.25,3.46,3.74,2.12,3.29,3.4
