Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
POL1,Ekstraklasa,2014/2015,2015-02-15,17:00,Legia,Jagiellonia,1,3,A,1.58,4.21,6.5,1.62,4.21,7.0,1.55,3.88,5.96
POL1,Ekstraklasa,2014/2015,2015-02-16,17:00,Gornik Z.,Korona Kielce,1,1,D,2.24,3.36,3.56,2.32,3.36,3.7,2.19,3.17,3.34
POL1,Ekstraklasa,2014/2015,2015-02-20,17:00,Podbeskidzie,Cracovia,1,1,D,2.86,3.29,2.69,3.1,3.3,2.7,2.73,3.14,2.59
POL1,Ekstraklasa,2014/2015,2015-02-20,19:30,Wisla,Pogon Szczecin,1,1,D,2.08,3.41,3.98,2.15,3.6,4.3,2.04,3.26,3.64
POL1,Ekstraklasa,2014/2015,2015-02-21,14:30,Lechia Gdansk,Zawisza,0,0,D,1.59,4.16,6.38,1.59,4.5,8.0,1.49,3.97,6.79
POL1,Ekstraklasa,2014/2015,2015-02-21,14:30,Leczna,Gornik Z.,0,1,A,2.14,3.33,3.87,2.14,3.6,4.15,1.98,3.29,3.81
POL1,Ekstraklasa,2014/2015,2015-02-21,17:00,Slask Wroclaw,Jagiellonia,0,1,A,1.94,3.54,4.37,2.06,3.64,4.37,1.91,3.38,3.96
POL1,Ekstraklasa,2014/2015,2015-02-22,14:30,Lech Poznan,Ruch,2,1,H,1.47,4.36,8.66,1.52,4.5,8.66,1.45,4.11,7.26
POL1,Ekstraklasa,2014/2015,2015-02-22,17:00,Korona Kielce,Legia,0,0,D,3.79,3.46,2.13,4.0,3.5,2.2,3.54,3.29,2.06
POL1,Ekstraklasa,2014/2015,2015-02-23,17:00,Piast Gliwice,GKS Belchatow,3,1,H,2.48,3.32,3.13,2.5,3.32,3.4,2.35,3.11,3.07
POL1,Ekstraklasa,2014/2015,2015-02-27,17:00,Ruch,Lechia Gdansk,1,1,D,3.4,3.25,2.36,3.7,3.25,2.5,3.21,3.1,2.29
POL1,Ekstraklasa,2014/2015,2015-02-27,19:30,Cracovia,Lech Poznan,0,0,D,4.1,3.27,2.1,4.1,3.45,2.15,3.75,3.22,2.02
POL1,Ekstraklasa,2014/2015,2015-02-28,14:30,GKS Belchatow,Wisla,3,1,H,3.04,3.14,2.65,3.04,3.15,2.72,2.81,3.05,2.56
POL1,Ekstraklasa,2014/2015,2015-02-28,14:30,Zawisza,Piast Gliwice,2,0,H,2.74,3.23,2.85,2.9,3.25,2.9,2.64,3.08,2.7
POL1,Ekstraklasa,2014/2015,2015-02-28,17:00,Gornik Z.,Slask Wroclaw,3,3,D,3.11,3.41,2.43,3.15,3.41,2.6,2.9,3.18,2.42
POL1,Ekstraklasa,2014/2015,2015-03-01,14:30,Jagiellonia,Korona Kielce,1,2,A,2.34,3.21,3.49,2.34,3.45,4.1,2.09,3.23,3.55
POL1,Ekstraklasa,2014/2015,2015-03-01,17:00,Legia,Podbeskidzie,3,0,H,1.47,4.54,7.89,1.5,5.0,8.5,1.42,4.32,7.26
POL1,Ekstraklasa,2014/2015,2015-03-02,17:00,Pogon Szczecin,Leczna,0,1,A,2.15,3.35,3.75,2.22,3.42,4.0,2.06,3.24,3.6
POL1,Ekstraklasa,2014/2015,2015-03-06,17:00,Ruch,Pogon Szczecin,2,1,H,2.76,3.03,3.0,2.76,3.2,3.06,2.55,3.03,2.86
POL1,Ekstraklasa,2014/2015,2015-03-06,19:30,Lech Poznan,Jagiellonia,2,0,H,1.43,4.82,8.29,1.5,4.82,11.0,1.4,4.3,7.97
POL1,Ekstraklasa,2014/2015,2015-03-07,14:30,Piast Gliwice,Gornik Z.,2,2,D,2.58,3.26,3.02,2.64,3.26,3.02,2.47,3.13,2.87
POL1,Ekstraklasa,2014/2015,2015-03-07,14:30,Wisla,Zawisza,0,1,A,1.75,3.76,5.3,1.85,3.76,5.3,1.72,3.46,4.97
POL1,Ekstraklasa,2014/2015,2015-03-07,17:00,Lechia Gdansk,GKS Belchatow,1,0,H,1.69,3.69,6.09,1.75,3.9,6.09,1.66,3.54,5.31
POL1,Ekstraklasa,2014/2015,2015-03-08,14:30,Podbeskidzie,Korona Kielce,2,2,D,2.22,3.32,3.67,2.36,3.32,3.88,2.15,3.16,3.46
POL1,Ekstraklasa,2014/2015,2015-03-08,17:00,Slask Wroclaw,Legia,1,3,A,3.12,3.37,2.45,3.2,3.37,2.48,2.95,3.2,2.37
POL1,Ekstraklasa,2014/2015,2015-03-09,17:00,Leczna,Cracovia,2,1,H,2.42,3.07,3.52,2.42,3.2,3.52,2.34,3.06,3.15
POL1,Ekstraklasa,2014/2015,2015-03-13,17:00,Cracovia,Piast Gliwice,3,1,H,2.13,3.41,3.81,2.16,3.41,4.33,2.02,3.28,3.7
POL1,Ekstraklasa,2014/2015,2015-03-13,19:30,Pogon Szczecin,Lechia Gdansk,0,1,A,3.04,3.17,2.62,3.12,3.25,2.72,2.83,3.07,2.54
POL1,Ekstraklasa,2014/2015,2015-03-14,14:30,Gornik Z.,Podbeskidzie,3,3,D,2.26,3.48,3.39,2.33,3.48,3.7,2.18,3.25,3.28
POL1,Ekstraklasa,2014/2015,2015-03-14,14:30,Jagiellonia,Leczna,2,1,H,2.29,3.34,3.46,2.5,3.34,3.47,2.27,3.16,3.17
POL1,Ekstraklasa,2014/2015,2015-03-14,17:00,Zawisza,Lech Poznan,1,0,H,4.41,3.61,1.92,4.75,3.61,1.92,4.29,3.38,1.84
POL1,Ekstraklasa,2014/2015,2015-03-15,14:30,Korona Kielce,Slask Wroclaw,2,2,D,3.23,3.33,2.41,3.23,3.33,2.5,3.02,3.16,2.35
POL1,Ekstraklasa,2014/2015,2015-03-15,17:00,Legia,Wisla,2,2,D,1.58,4.23,6.38,1.58,4.4,8.0,1.5,3.94,6.54
POL1,Ekstraklasa,2014/2015,2015-03-16,17:00,GKS Belchatow,Ruch,0,1,A,2.74,3.22,2.85,2.74,3.22,3.2,2.46,3.07,2.95
POL1,Ekstraklasa,2014/2015,2015-03-20,17:00,Pogon Szczecin,GKS Belchatow,3,0,H,2.07,3.31,4.18,2.08,3.4,4.2,2.01,3.25,3.78
POL1,Ekstraklasa,2014/2015,2015-03-20,19:30,Leczna,Slask Wroclaw,1,1,D,2.53,3.35,3.03,2.6,3.4,3.2,2.42,3.21,2.88
POL1,Ekstraklasa,2014/2015,2015-03-21,14:30,Ruch,Zawisza,1,2,A,2.44,3.21,3.3,2.44,3.4,3.4,2.3,3.14,3.15
POL1,Ekstraklasa,2014/2015,2015-03-21,17:00,Wisla,Cracovia,2,1,H,2.15,3.42,3.74,2.19,3.5,4.2,2.02,3.28,3.68
POL1,Ekstraklasa,2014/2015,2015-03-21,19:30,Lechia Gdansk,Gornik Z.,1,0,H,1.71,3.72,5.82,1.75,3.77,5.82,1.68,3.55,5.17
POL1,Ekstraklasa,2014/2015,2015-03-22,14:30,Piast Gliwice,Korona Kielce,1,2,A,2.48,3.36,3.08,2.48,3.36,3.25,2.38,3.2,2.95
POL1,Ekstraklasa,2014/2015,2015-03-22,14:30,Podbeskidzie,Jagiellonia,1,0,H,2.08,3.44,3.94,2.4,3.44,3.94,2.14,3.28,3.35
POL1,Ekstraklasa,2014/2015,2015-03-22,17:00,Lech Poznan,Legia,2,1,H,2.61,3.29,2.97,2.68,3.4,3.02,2.49,3.14,2.85
POL1,Ekstraklasa,2014/2015,2015-04-04,12:00,Cracovia,Lechia Gdansk,3,2,H,3.02,3.18,2.63,3.3,3.3,2.65,2.94,3.09,2.46
POL1,Ekstraklasa,2014/2015,2015-04-04,14:30,Slask Wroclaw,Podbeskidzie,0,0,D,1.83,3.61,4.96,1.91,3.75,4.97,1.8,3.47,4.38
POL1,Ekstraklasa,2014/2015,2015-04-04,17:00,GKS Belchatow,Lech Poznan,1,2,A,4.29,3.32,2.04,4.33,3.45,2.08,3.79,3.25,1.99
POL1,Ekstraklasa,2014/2015,2015-04-04,19:30,Legia,Piast Gliwice,2,0,H,1.29,5.61,13.41,1.36,5.61,13.41,1.3,4.93,10.45
POL1,Ekstraklasa,2014/2015,2015-04-06,12:00,Korona Kielce,Leczna,2,0,H,2.31,3.29,3.47,2.35,3.37,3.7,2.24,3.16,3.24
POL1,Ekstraklasa,2014/2015,2015-04-06,14:30,Gornik Z.,Ruch,2,2,D,2.4,3.21,3.37,2.46,3.25,3.5,2.3,3.11,3.18
POL1,Ekstraklasa,2014/2015,2015-04-06,17:00,Jagiellonia,Wisla,2,2,D,2.71,3.37,2.78,2.75,3.44,2.98,2.55,3.19,2.73
POL1,Ekstraklasa,2014/2015,2015-04-07,19:30,Zawisza,Pogon Szczecin,2,1,H,2.54,3.25,3.09,2.54,3.25,3.3,2.39,3.1,3.04
POL1,Ekstraklasa,2014/2015,2015-04-10,17:00,Ruch,Cracovia,3,0,H,2.7,3.23,2.89,2.79,3.25,3.1,2.54,3.12,2.79
POL1,Ekstraklasa,2014/2015,2015-04-10,19:30,Wisla,Gornik Z.,1,1,D,1.88,3.64,4.59,2.05,3.72,4.59,1.9,3.41,3.97
POL1,Ekstraklasa,2014/2015,2015-04-11,14:30,Lechia Gdansk,Legia,1,0,H,3.02,3.35,2.53,3.18,3.4,2.53,2.94,3.19,2.39
POL1,Ekstraklasa,2014/2015,2015-04-11,17:00,Piast Gliwice,Slask Wroclaw,2,0,H,3.19,3.49,2.35,3.5,3.56,2.4,3.18,3.31,2.21
POL1,Ekstraklasa,2014/2015,2015-04-11,19:30,Pogon Szczecin,Jagiellonia,2,0,H,2.14,3.6,3.57,2.25,3.6,3.6,2.13,3.33,3.31
POL1,Ekstraklasa,2014/2015,2015-04-12,14:30,GKS Belchatow,Zawisza,1,4,A,2.68,3.28,2.89,2.82,3.28,3.0,2.55,3.11,2.8
POL1,Ekstraklasa,2014/2015,2015-04-12,17:00,Lech Poznan,Korona Kielce,1,1,D,1.56,4.01,7.53,1.56,4.35,7.7,1.49,3.97,6.82
POL1,Ekstraklasa,2014/2015,2015-04-13,17:00,Leczna,Podbeskidzie,0,0,D,2.07,3.5,3.91,2.25,3.5,4.15,2.07,3.3,3.53
POL1,Ekstraklasa,2014/2015,2015-04-17,17:00,Korona Kielce,Ruch,0,0,D,2.2,3.16,3.91,2.3,3.4,3.92,2.14,3.16,3.47
POL1,Ekstraklasa,2014/2015,2015-04-17,19:30,Podbeskidzie,Wisla,2,2,D,2.95,3.35,2.58,3.15,3.35,2.58,2.92,3.17,2.41
POL1,Ekstraklasa,2014/2015,2015-04-18,14:30,Slask Wroclaw,Lechia Gdansk,3,0,H,2.64,3.34,2.89,2.64,3.34,3.1,2.45,3.15,2.88
POL1,Ekstraklasa,2014/2015,2015-04-18,17:00,Jagiellonia,Piast Gliwice,2,1,H,2.35,3.51,3.19,2.42,3.51,3.4,2.25,3.29,3.11
POL1,Ekstraklasa,2014/2015,2015-04-18,19:30,Cracovia,Pogon Szczecin,0,1,A,2.25,3.35,3.54,2.38,3.35,3.54,2.22,3.19,3.24
POL1,Ekstraklasa,2014/2015,2015-04-19,14:30,Leczna,Lech Poznan,1,1,D,4.53,3.43,1.95,4.95,3.65,1.98,4.16,3.32,1.89
POL1,Ekstraklasa,2014/2015,2015-04-19,17:00,Legia,Zawisza,2,0,H,1.42,4.82,8.81,1.47,4.82,9.25,1.4,4.44,7.8
POL1,Ekstraklasa,2014/2015,2015-04-20,17:00,Gornik Z.,GKS Belchatow,2,0,H,1.98,3.47,4.29,2.0,3.8,4.8,1.93,3.37,3.88
POL1,Ekstraklasa,2014/2015,2015-04-24,17:00,Zawisza,Cracovia,0,3,A,2.31,3.36,3.39,2.31,3.4,3.75,2.17,3.19,3.33
POL1,Ekstraklasa,2014/2015,2015-04-24,19:30,Ruch,Legia,0,0,D,4.7,3.6,1.87,4.9,3.7,1.92,4.39,3.45,1.81
POL1,Ekstraklasa,2014/2015,2015-04-25,14:30,Pogon Szczecin,Gornik Z.,3,1,H,2.23,3.3,3.65,2.27,3.3,3.65,2.14,3.21,3.39
POL1,Ekstraklasa,2014/2015,2015-04-25,17:00,GKS Belchatow,Jagiellonia,0,0,D,2.24,3.36,3.56,2.6,3.36,3.58,2.24,3.21,3.21
POL1,Ekstraklasa,2014/2015,2015-04-25,19:30,Lech Poznan,Slask Wroclaw,2,0,H,1.69,3.93,5.58,1.75,4.0,5.58,1.67,3.68,5.03
POL1,Ekstraklasa,2014/2015,2015-04-26,12:00,Piast Gliwice,Podbeskidzie,3,0,H,2.51,3.36,3.04,2.58,3.36,3.18,2.4,3.19,2.91
POL1,Ekstraklasa,2014/2015,2015-04-26,14:30,Lechia Gdansk,Leczna,2,0,H,1.7,3.68,5.94,1.8,3.7,6.2,1.72,3.42,5.08
POL1,Ekstraklasa,2014/2015,2015-04-26,17:00,Wisla,Korona Kielce,2,0,H,2.1,3.5,3.8,2.16,3.5,4.0,2.05,3.3,3.58
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Cracovia,GKS Belchatow,3,1,H,1.92,3.52,4.55,2.05,3.54,4.55,1.91,3.32,4.08
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Gornik Z.,Zawisza,2,1,H,2.23,3.42,3.52,2.25,3.45,3.6,2.15,3.23,3.36
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Jagiellonia,Ruch,2,0,H,2.08,3.51,3.82,2.4,3.51,3.82,2.09,3.31,3.46
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Korona Kielce,Lechia Gdansk,3,2,H,3.36,3.27,2.37,3.36,3.3,2.4,3.15,3.16,2.28
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Leczna,Piast Gliwice,1,2,A,2.27,3.17,3.68,2.32,3.29,3.68,2.19,3.11,3.39
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Legia,Pogon Szczecin,2,1,H,1.43,4.81,8.66,1.45,5.0,9.0,1.4,4.38,7.84
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Podbeskidzie,Lech Poznan,0,2,A,3.72,3.72,2.03,4.33,3.72,2.07,3.78,3.44,1.94
POL1,Ekstraklasa,2014/2015,2015-04-29,19:30,Slask Wroclaw,Wisla,1,0,H,2.25,3.34,3.56,2.32,3.4,3.6,2.17,3.25,3.3
POL1,Ekstraklasa,2014/2015,2015-05-08,17:00,Korona Kielce,Ruch,0,2,A,2.0,3.36,4.35,2.15,3.45,4.35,1.99,3.25,3.79
POL1,Ekstraklasa,2014/2015,2015-05-08,19:30,Jagiellonia,Slask Wroclaw,1,1,D,2.83,3.35,2.68,2.9,3.35,2.78,2.68,3.18,2.59
POL1,Ekstraklasa,2014/2015,2015-05-09,14:30,Legia,Lech Poznan,1,2,A,2.05,3.41,4.08,2.05,3.6,4.3,1.97,3.3,3.83
POL1,Ekstraklasa,2014/2015,2015-05-09,17:00,Pogon Szczecin,Lechia Gdansk,1,3,A,3.23,3.12,2.53,3.3,3.2,2.8,3.04,3.08,2.39
POL1,Ekstraklasa,2014/2015,2015-05-09,19:30,Wisla,Gornik Z.,4,1,H,1.93,3.74,4.16,2.1,3.74,4.16,1.95,3.41,3.76
POL1,Ekstraklasa,2014/2015,2015-05-10,14:30,Podbeskidzie,Zawisza,2,2,D,2.19,3.33,3.71,2.21,3.4,3.71,2.12,3.2,3.43
POL1,Ekstraklasa,2014/2015,2015-05-10,17:00,Cracovia,GKS Belchatow,1,1,D,1.79,3.7,5.08,1.86,3.7,5.08,1.77,3.43,4.54
POL1,Ekstraklasa,2014/2015,2015-05-11,17:00,Piast Gliwice,Leczna,2,3,A,2.18,3.26,3.85,2.4,3.6,3.85,2.2,3.19,3.28
POL1,Ekstraklasa,2014/2015,2015-05-15,17:00,Zawisza,Korona Kielce,3,1,H,2.28,3.2,3.64,2.5,3.2,3.64,2.28,3.08,3.2
POL1,Ekstraklasa,2014/2015,2015-05-15,19:30,Lechia Gdansk,Wisla,2,2,D,1.81,3.63,5.04,2.0,3.75,5.04,1.8,3.48,4.41
POL1,Ekstraklasa,2014/2015,2015-05-16,14:30,Leczna,Cracovia,0,3,A,2.53,3.24,3.11,2.58,3.25,3.25,2.42,3.09,2.97
POL1,Ekstraklasa,2014/2015,2015-05-16,17:00,GKS Belchatow,Podbeskidzie,0,2,A,2.8,3.2,2.81,2.85,3.2,2.86,2.68,3.06,2.66
POL1,Ekstraklasa,2014/2015,2015-05-16,19:30,Ruch,Piast Gliwice,1,1,D,2.91,3.18,2.73,3.0,3.2,3.25,2.76,3.08,2.61
POL1,Ekstraklasa,2014/2015,2015-05-17,14:30,Gornik Z.,Pogon Szczecin,2,0,H,2.38,3.26,3.35,2.52,3.3,3.35,2.35,3.12,3.07
POL1,Ekstraklasa,2014/2015,2015-05-17,14:30,Lech Poznan,Jagiellonia,1,3,A,1.4,4.62,10.94,1.4,4.97,10.94,1.35,4.46,9.42
POL1,Ekstraklasa,2014/2015,2015-05-17,17:00,Slask Wroclaw,Legia,1,1,D,3.87,3.58,2.05,4.15,3.58,2.1,3.61,3.32,2.03
POL1,Ekstraklasa,2014/2015,2015-05-19,17:00,Korona Kielce,Leczna,1,3,A,2.09,3.49,3.86,2.33,3.5,3.86,2.12,3.28,3.4
POL1,Ekstraklasa,2014/2015,2015-05-19,17:00,Podbeskidzie,Ruch,0,2,A,2.05,3.42,4.08,2.2,3.5,4.1,2.03,3.3,3.66
POL1,Ekstraklasa,2014/2015,2015-05-19,19:30,Cracovia,Zawisza,3,1,H,1.92,3.71,4.27,2.1,3.85,4.31,1.95,3.45,3.75
POL1,Ekstraklasa,2014/2015,2015-05-19,19:30,Piast Gliwice,GKS Belchatow,6,3,H,1.8,3.69,5.02,1.81,4.1,5.08,1.75,3.52,4.64
POL1,Ekstraklasa,2014/2015,2015-05-20,17:00,Gornik Z.,Lechia Gdansk,0,1,A,3.6,3.62,2.12,3.8,3.75,2.4,3.4,3.39,2.09
POL1,Ekstraklasa,2014/2015,2015-05-20,17:00,Lech Poznan,Slask Wroclaw,3,0,H,1.64,4.01,6.05,1.75,4.15,6.25,1.62,3.74,5.39
POL1,Ekstraklasa,2014/2015,2015-05-20,19:30,Legia,Jagiellonia,1,0,H,1.42,5.12,7.87,1.45,5.4,9.5,1.37,4.7,8.16
POL1,Ekstraklasa,2014/2015,2015-05-20,19:30,Wisla,Pogon Szczecin,2,2,D,1.53,4.4,6.99,1.75,4.5,7.3,1.53,3.94,6.18
POL1,Ekstraklasa,2014/2015,2015-05-22,17:00,Zawisza,Leczna,1,1,D,2.23,3.41,3.52,2.25,3.5,3.52,2.14,3.26,3.34
POL1,Ekstraklasa,2014/2015,2015-05-22,19:30,Cracovia,Korona Kielce,1,1,D,1.7,3.86,5.43,1.8,4.05,5.6,1.7,3.62,4.81
POL1,Ekstraklasa,2014/2015,2015-05-23,14:30,Slask Wroclaw,Gornik Z.,1,1,D,1.7,4.06,5.26,1.74,4.06,5.3,1.67,3.75,4.86
POL1,Ekstraklasa,2014/2015,2015-05-23,17:00,Pogon Szczecin,Legia,0,1,A,5.96,4.26,1.61,6.3,4.26,1.65,5.55,3.82,1.59
POL1,Ekstraklasa,2014/2015,2015-05-23,19:30,Jagiellonia,Wisla,2,1,H,2.62,3.37,2.88,2.65,3.38,2.95,2.52,3.18,2.78
POL1,Ekstraklasa,2014/2015,2015-05-24,14:30,Piast Gliwice,Podbeskidzie,2,1,H,2.47,3.11,3.35,2.47,3.3,3.35,2.36,3.12,3.04
POL1,Ekstraklasa,2014/2015,2015-05-24,17:00,Lechia Gdansk,Lech Poznan,1,2,A,2.7,3.4,2.78,2.8,3.48,2.87,2.59,3.23,2.65
POL1,Ekstraklasa,2014/2015,2015-05-25,17:00,Ruch,GKS Belchatow,2,4,A,1.83,3.66,4.88,1.85,3.95,5.1,1.79,3.44,4.46
POL1,Ekstraklasa,2014/2015,2015-05-29,17:00,Podbeskidzie,Cracovia,0,3,A,2.5,3.34,3.04,2.55,3.34,3.1,2.42,3.19,2.88
POL1,Ekstraklasa,2014/2015,2015-05-29,19:30,Korona Kielce,Piast Gliwice,2,1,H,2.1,3.59,3.7,2.1,3.65,3.95,2.01,3.38,3.55
POL1,Ekstraklasa,2014/2015,2015-05-30,14:30,Leczna,Ruch,0,1,A,2.47,3.01,3.46,2.47,3.3,3.55,2.23,3.13,3.32
POL1,Ekstraklasa,2014/2015,2015-05-30,17:00,GKS Belchatow,Zawisza,1,4,A,2.7,3.57,2.67,2.94,3.59,2.7,2.61,3.32,2.59
POL1,Ekstraklasa,2014/2015,2015-05-30,19:30,Slask Wroclaw,Lechia Gdansk,1,0,H,2.38,3.43,3.19,2.65,3.44,3.2,2.36,3.23,2.95
POL1,Ekstraklasa,2014/2015,2015-05-31,14:30,Jagiellonia,Gornik Z.,3,2,H,1.96,3.62,4.18,1.96,3.62,4.3,1.89,3.44,3.95
POL1,Ekstraklasa,2014/2015,2015-05-31,14:30,Legia,Wisla,1,0,H,1.6,4.24,6.1,1.6,4.5,7.1,1.51,4.04,6.29
POL1,Ekstraklasa,2014/2015,2015-05-31,17:00,Lech Poznan,Pogon Szczecin,1,0,H,1.31,5.5,12.66,1.36,5.7,12.77,1.3,4.93,10.42
POL1,Ekstraklasa,2014/2015,2015-06-02,19:30,Cracovia,Ruch,1,0,H,2.01,3.43,4.26,2.14,3.7,4.5,1.97,3.31,3.77
POL1,Ekstraklasa,2014/2015,2015-06-02,19:30,GKS Belchatow,Korona Kielce,2,2,D,3.03,3.45,2.46,3.09,3.65,2.65,2.79,3.27,2.45
POL1,Ekstraklasa,2014/2015,2015-06-02,19:30,Podbeskidzie,Leczna,1,0,H,2.2,3.34,3.7,2.21,3.45,3.7,2.11,3.23,3.44
POL1,Ekstraklasa,2014/2015,2015-06-02,19:30,Zawisza,Piast Gliwice,0,0,D,1.7,4.08,5.22,1.74,4.2,5.86,1.63,3.81,5.07
POL1,Ekstraklasa,2014/2015,2015-06-03,19:30,Gornik Z.,Lech Poznan,1,6,A,6.5,4.2,1.58,6.5,4.2,1.62,5.73,3.89,1.56
POL1,Ekstraklasa,2014/2015,2015-06-03,19:30,Lechia Gdansk,Legia,0,0,D,2.92,3.44,2.55,3.05,3.55,2.59,2.86,3.28,2.4
POL1,Ekstraklasa,2014/2015,2015-06-03,19:30,Pogon Szczecin,Jagiellonia,1,3,A,2.58,3.39,2.92,2.6,3.41,3.0,2.49,3.24,2.78
POL1,Ekstraklasa,2014/2015,2015-06-03,19:30,Wisla,Slask Wroclaw,0,1,A,2.1,3.62,3.66,2.25,3.62,3.8,2.05,3.34,3.51
POL1,Ekstraklasa,2014/2015,2015-06-05,19:30,Korona Kielce,Podbeskidzie,3,1,H,1.72,4.11,4.97,1.75,4.3,5.25,1.67,3.87,4.69
POL1,Ekstraklasa,2014/2015,2015-06-05,19:30,Leczna,GKS Belchatow,1,0,H,1.42,4.85,8.32,1.55,4.85,8.32,1.46,4.27,6.72
POL1,Ekstraklasa,2014/2015,2015-06-05,19:30,Piast Gliwice,Cracovia,0,3,A,2.68,3.6,2.68,2.68,3.6,2.86,2.54,3.38,2.62
POL1,Ekstraklasa,2014/2015,2015-06-05,19:30,Ruch,Zawisza,3,2,H,2.78,3.5,2.63,3.45,3.65,2.63,2.8,3.32,2.44
POL1,Ekstraklasa,2014/2015,2015-06-07,17:00,Jagiellonia,Lechia Gdansk,4,2,H,3.36,3.58,2.23,3.36,3.75,2.5,2.99,3.34,2.29
POL1,Ekstraklasa,2014/2015,2015-06-07,17:00,Lech Poznan,Wisla,0,0,D,1.44,4.87,7.93,1.44,5.25,9.0,1.38,4.66,7.59
POL1,Ekstraklasa,2014/2015,2015-06-07,17:00,Legia,Gornik Z.,2,0,H,1.24,6.75,13.8,1.26,7.2,15.0,1.21,6.22,12.93
POL1,Ekstraklasa,2014/2015,2015-06-07,17:00,Slask Wroclaw,Pogon Szczecin,2,1,H,1.67,4.16,5.44,1.69,4.16,5.7,1.62,3.85,5.11
