Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Poland,Ekstraklasa,2017/2018,14/07/2017,17:00,Wisla Plock,Lechia Gdansk,0,2,A,3.3,3.38,2.34,3.52,3.42,2.34,3.28,3.22,2.2
Poland,Ekstraklasa,2017/2018,14/07/2017,19:30,Pogon Szczecin,Wisla,1,2,A,2.61,3.38,2.9,2.61,3.38,3.14,2.42,3.25,2.86
Poland,Ekstraklasa,2017/2018,15/07/2017,17:00,Cracovia,Piast Gliwice,1,1,D,2.73,3.52,2.67,2.78,3.52,3.5,2.58,3.33,2.64
Poland,Ekstraklasa,2017/2018,15/07/2017,19:30,Gornik Z.,Legia,3,1,H,5.61,4.26,1.62,5.61,4.26,1.75,5.13,3.87,1.62
Poland,Ekstraklasa,2017/2018,16/07/2017,14:30,Arka Gdynia,Slask Wroclaw,2,0,H,2.55,3.26,3.06,2.6,3.35,3.1,2.44,3.17,2.89
Poland,Ekstraklasa,2017/2018,16/07/2017,14:30,Termalica B-B.,Jagiellonia,0,1,A,2.58,3.34,2.96,2.78,3.34,2.96,2.57,3.17,2.73
Poland,Ekstraklasa,2017/2018,16/07/2017,17:00,Lech Poznan,Sandecja Nowy S.,0,0,D,1.63,4.13,5.91,1.63,4.4,7.5,1.54,3.94,5.97
Poland,Ekstraklasa,2017/2018,17/07/2017,17:00,Korona Kielce,Zaglebie,0,1,A,3.37,3.5,2.26,3.4,3.56,2.33,3.18,3.3,2.21
Poland,Ekstraklasa,2017/2018,21/07/2017,17:00,Sandecja Nowy S.,Arka Gdynia,0,0,D,2.28,3.43,3.4,2.35,3.43,3.4,2.26,3.16,3.22
Poland,Ekstraklasa,2017/2018,21/07/2017,19:30,Wisla,Termalica B-B.,1,0,H,1.7,4.12,5.18,1.76,4.12,5.25,1.68,3.76,4.82
Poland,Ekstraklasa,2017/2018,22/07/2017,14:30,Piast Gliwice,Pogon Szczecin,1,2,A,2.22,3.4,3.58,2.31,3.4,3.58,2.16,3.24,3.37
Poland,Ekstraklasa,2017/2018,22/07/2017,17:00,Lechia Gdansk,Cracovia,0,1,A,1.53,4.33,7.08,1.58,4.33,7.08,1.53,3.94,6.13
Poland,Ekstraklasa,2017/2018,22/07/2017,19:30,Legia,Korona Kielce,1,1,D,1.35,5.41,10.05,1.35,5.94,13.0,1.28,5.32,10.14
Poland,Ekstraklasa,2017/2018,23/07/2017,14:30,Wisla Plock,Lech Poznan,1,0,H,3.74,3.5,2.12,3.74,3.5,2.15,3.45,3.3,2.09
Poland,Ekstraklasa,2017/2018,23/07/2017,17:00,Jagiellonia,Gornik Z.,2,1,H,1.78,3.76,5.11,1.83,3.78,5.11,1.74,3.51,4.78
Poland,Ekstraklasa,2017/2018,24/07/2017,17:00,Zaglebie,Slask Wroclaw,1,0,H,2.28,3.4,3.41,2.29,3.44,3.5,2.18,3.31,3.24
Poland,Ekstraklasa,2017/2018,28/07/2017,17:00,Termalica B-B.,Zaglebie,1,1,D,2.66,3.38,2.83,2.7,3.38,3.0,2.53,3.18,2.77
Poland,Ekstraklasa,2017/2018,28/07/2017,19:30,Slask Wroclaw,Lechia Gdansk,3,2,H,2.56,3.41,2.92,2.65,3.43,2.93,2.49,3.24,2.76
Poland,Ekstraklasa,2017/2018,29/07/2017,17:00,Legia,Sandecja Nowy S.,2,0,H,1.45,4.66,8.14,1.55,4.66,8.23,1.44,4.33,7.08
Poland,Ekstraklasa,2017/2018,29/07/2017,19:30,Gornik Z.,Wisla,3,2,H,3.12,3.57,2.36,3.25,3.57,2.46,3.0,3.31,2.3
Poland,Ekstraklasa,2017/2018,30/07/2017,14:30,Arka Gdynia,Wisla Plock,1,1,D,2.45,3.49,3.07,2.55,3.49,3.1,2.4,3.22,2.91
Poland,Ekstraklasa,2017/2018,30/07/2017,14:30,Pogon Szczecin,Jagiellonia,0,1,A,2.8,3.35,2.71,2.81,3.35,2.82,2.68,3.18,2.6
Poland,Ekstraklasa,2017/2018,30/07/2017,17:00,Lech Poznan,Piast Gliwice,5,1,H,1.64,4.0,6.04,1.77,4.0,6.04,1.66,3.73,5.0
Poland,Ekstraklasa,2017/2018,31/07/2017,17:00,Korona Kielce,Cracovia,4,2,H,2.15,3.54,3.57,2.35,3.54,3.61,2.12,3.33,3.36
Poland,Ekstraklasa,2017/2018,04/08/2017,17:00,Piast Gliwice,Slask Wroclaw,1,1,D,2.43,3.23,3.29,2.55,3.42,3.29,2.35,3.18,3.03
Poland,Ekstraklasa,2017/2018,04/08/2017,19:30,Wisla Plock,Wisla,0,1,A,3.13,3.51,2.37,3.13,3.54,2.47,3.01,3.24,2.33
Poland,Ekstraklasa,2017/2018,05/08/2017,14:30,Lechia Gdansk,Gornik Z.,1,1,D,1.65,4.04,5.82,1.7,4.05,6.0,1.64,3.77,5.23
Poland,Ekstraklasa,2017/2018,05/08/2017,17:00,Zaglebie,Pogon Szczecin,3,0,H,2.28,3.35,3.49,2.28,3.36,3.6,2.18,3.23,3.31
Poland,Ekstraklasa,2017/2018,05/08/2017,19:30,Termalica B-B.,Legia,1,0,H,4.87,3.94,1.76,4.92,3.94,1.8,4.55,3.64,1.74
Poland,Ekstraklasa,2017/2018,06/08/2017,14:30,Jagiellonia,Sandecja Nowy S.,1,3,A,1.67,3.97,5.74,1.72,3.97,6.32,1.63,3.67,5.43
Poland,Ekstraklasa,2017/2018,06/08/2017,17:00,Cracovia,Lech Poznan,0,2,A,3.59,3.71,2.12,3.7,3.71,2.22,3.38,3.42,2.08
Poland,Ekstraklasa,2017/2018,07/08/2017,17:00,Arka Gdynia,Korona Kielce,0,0,D,2.31,3.41,3.36,2.35,3.41,3.45,2.22,3.29,3.17
Poland,Ekstraklasa,2017/2018,11/08/2017,19:30,Legia,Piast Gliwice,3,1,H,1.53,4.41,6.93,1.53,4.75,8.5,1.46,4.26,6.85
Poland,Ekstraklasa,2017/2018,12/08/2017,14:30,Sandecja Nowy S.,Wisla Plock,0,1,A,2.63,3.21,3.0,2.65,3.25,3.35,2.48,3.06,2.94
Poland,Ekstraklasa,2017/2018,12/08/2017,17:00,Lech Poznan,Zaglebie,1,1,D,1.8,3.75,4.8,1.81,3.8,4.82,1.77,3.53,4.52
Poland,Ekstraklasa,2017/2018,12/08/2017,19:30,Wisla,Cracovia,2,1,H,1.76,3.83,5.05,1.79,3.9,5.25,1.71,3.62,4.78
Poland,Ekstraklasa,2017/2018,13/08/2017,14:30,Gornik Z.,Arka Gdynia,1,1,D,2.08,3.47,3.75,2.15,3.47,3.78,2.08,3.27,3.53
Poland,Ekstraklasa,2017/2018,13/08/2017,17:00,Korona Kielce,Jagiellonia,2,3,A,2.9,3.41,2.58,2.98,3.41,2.7,2.78,3.23,2.49
Poland,Ekstraklasa,2017/2018,14/08/2017,17:00,Pogon Szczecin,Lechia Gdansk,0,0,D,2.63,3.4,2.81,2.71,3.41,2.81,2.57,3.23,2.69
Poland,Ekstraklasa,2017/2018,15/08/2017,14:30,Slask Wroclaw,Termalica B-B.,1,1,D,2.24,3.41,3.51,2.24,3.5,4.0,2.07,3.3,3.54
Poland,Ekstraklasa,2017/2018,18/08/2017,17:00,Lechia Gdansk,Sandecja Nowy S.,2,3,A,1.62,3.99,6.34,1.68,3.99,6.34,1.61,3.7,5.69
Poland,Ekstraklasa,2017/2018,18/08/2017,19:30,Cracovia,Gornik Z.,3,3,D,2.22,3.37,3.59,2.3,3.37,3.6,2.18,3.21,3.34
Poland,Ekstraklasa,2017/2018,19/08/2017,14:30,Arka Gdynia,Pogon Szczecin,0,3,A,2.59,3.24,3.03,2.67,3.24,3.05,2.49,3.11,2.89
Poland,Ekstraklasa,2017/2018,19/08/2017,17:00,Piast Gliwice,Korona Kielce,2,0,H,2.49,3.35,3.08,2.49,3.4,3.5,2.32,3.25,3.02
Poland,Ekstraklasa,2017/2018,19/08/2017,19:30,Jagiellonia,Slask Wroclaw,1,1,D,1.65,4.03,5.91,1.69,4.03,6.1,1.62,3.82,5.32
Poland,Ekstraklasa,2017/2018,20/08/2017,14:30,Wisla Plock,Legia,0,1,A,3.03,3.53,2.43,3.9,3.68,2.43,3.07,3.39,2.25
Poland,Ekstraklasa,2017/2018,20/08/2017,17:00,Termalica B-B.,Lech Poznan,1,3,A,3.48,3.62,2.17,3.7,3.65,2.17,3.39,3.41,2.07
Poland,Ekstraklasa,2017/2018,21/08/2017,17:00,Zaglebie,Wisla,3,0,H,2.25,3.44,3.38,2.39,3.44,3.48,2.26,3.27,3.13
Poland,Ekstraklasa,2017/2018,25/08/2017,17:00,Gornik Z.,Wisla Plock,4,0,H,2.3,3.35,3.42,2.3,3.44,3.61,2.17,3.24,3.33
Poland,Ekstraklasa,2017/2018,25/08/2017,19:30,Slask Wroclaw,Cracovia,2,1,H,2.4,3.36,3.27,2.4,3.37,3.55,2.26,3.23,3.15
Poland,Ekstraklasa,2017/2018,26/08/2017,14:30,Korona Kielce,Termalica B-B.,2,1,H,2.16,3.63,3.51,2.24,3.63,3.51,2.11,3.37,3.32
Poland,Ekstraklasa,2017/2018,26/08/2017,17:00,Jagiellonia,Piast Gliwice,0,1,A,1.68,3.66,6.26,1.69,3.85,6.4,1.62,3.61,5.68
Poland,Ekstraklasa,2017/2018,26/08/2017,19:30,Wisla,Lechia Gdansk,1,1,D,2.33,3.49,3.29,2.34,3.49,3.29,2.25,3.29,3.1
Poland,Ekstraklasa,2017/2018,27/08/2017,14:30,Lech Poznan,Arka Gdynia,3,0,H,1.57,4.31,6.35,1.61,4.31,6.75,1.55,3.9,6.01
Poland,Ekstraklasa,2017/2018,27/08/2017,14:30,Sandecja Nowy S.,Pogon Szczecin,2,1,H,3.12,3.32,2.48,3.12,3.35,2.8,2.85,3.15,2.48
Poland,Ekstraklasa,2017/2018,27/08/2017,17:00,Legia,Zaglebie,2,1,H,1.88,3.82,4.35,1.89,3.84,4.6,1.8,3.58,4.26
Poland,Ekstraklasa,2017/2018,08/09/2017,17:00,Zaglebie,Wisla Plock,2,2,D,1.79,3.81,4.85,1.85,3.85,5.1,1.76,3.57,4.5
Poland,Ekstraklasa,2017/2018,08/09/2017,19:30,Arka Gdynia,Wisla,3,1,H,2.85,3.35,2.66,3.15,3.35,2.73,2.72,3.18,2.58
Poland,Ekstraklasa,2017/2018,09/09/2017,14:30,Korona Kielce,Sandecja Nowy S.,1,0,H,2.01,3.61,3.99,2.1,3.61,4.13,1.98,3.4,3.7
Poland,Ekstraklasa,2017/2018,09/09/2017,17:00,Slask Wroclaw,Legia,2,1,H,3.81,3.68,2.04,3.9,3.74,2.15,3.45,3.47,2.03
Poland,Ekstraklasa,2017/2018,09/09/2017,19:30,Cracovia,Jagiellonia,1,1,D,3.27,3.4,2.35,3.27,3.4,2.45,3.02,3.23,2.33
Poland,Ekstraklasa,2017/2018,10/09/2017,14:30,Termalica B-B.,Gornik Z.,1,2,A,2.07,3.55,3.84,2.28,3.55,4.0,2.03,3.3,3.65
Poland,Ekstraklasa,2017/2018,10/09/2017,17:00,Pogon Szczecin,Lech Poznan,0,0,D,2.95,3.39,2.55,2.97,3.48,2.74,2.72,3.21,2.56
Poland,Ekstraklasa,2017/2018,11/09/2017,17:00,Piast Gliwice,Lechia Gdansk,1,2,A,2.88,3.44,2.58,2.91,3.44,2.68,2.72,3.24,2.55
Poland,Ekstraklasa,2017/2018,15/09/2017,17:00,Arka Gdynia,Zaglebie,1,1,D,2.95,3.45,2.52,2.95,3.45,2.62,2.79,3.2,2.51
Poland,Ekstraklasa,2017/2018,15/09/2017,19:30,Lech Poznan,Korona Kielce,1,0,H,1.74,4.02,4.94,1.74,4.05,5.25,1.69,3.81,4.76
Poland,Ekstraklasa,2017/2018,16/09/2017,14:30,Wisla Plock,Pogon Szczecin,3,1,H,2.68,3.35,2.83,2.78,3.35,2.88,2.6,3.16,2.72
Poland,Ekstraklasa,2017/2018,16/09/2017,17:00,Gornik Z.,Slask Wroclaw,2,2,D,2.41,3.61,3.0,2.45,3.61,3.2,2.35,3.38,2.88
Poland,Ekstraklasa,2017/2018,16/09/2017,19:30,Wisla,Piast Gliwice,2,0,H,1.81,3.91,4.57,1.86,3.91,4.75,1.78,3.62,4.33
Poland,Ekstraklasa,2017/2018,17/09/2017,14:30,Sandecja Nowy S.,Termalica B-B.,1,0,H,3.22,3.23,2.47,3.3,3.24,2.6,3.03,3.09,2.4
Poland,Ekstraklasa,2017/2018,17/09/2017,17:00,Legia,Cracovia,1,0,H,1.37,5.3,9.6,1.39,5.3,9.6,1.34,4.86,8.41
Poland,Ekstraklasa,2017/2018,18/09/2017,17:00,Lechia Gdansk,Jagiellonia,3,3,D,2.17,3.37,3.73,2.2,3.43,3.73,2.14,3.25,3.4
Poland,Ekstraklasa,2017/2018,22/09/2017,17:00,Piast Gliwice,Arka Gdynia,0,1,A,2.27,3.33,3.6,2.31,3.33,3.65,2.2,3.17,3.34
Poland,Ekstraklasa,2017/2018,22/09/2017,19:30,Slask Wroclaw,Lech Poznan,2,0,H,3.66,3.53,2.13,3.7,3.54,2.25,3.4,3.32,2.12
Poland,Ekstraklasa,2017/2018,23/09/2017,14:30,Termalica B-B.,Lechia Gdansk,2,1,H,3.1,3.33,2.49,3.13,3.4,2.62,2.89,3.2,2.44
Poland,Ekstraklasa,2017/2018,23/09/2017,17:00,Pogon Szczecin,Gornik Z.,1,2,A,2.1,3.66,3.62,2.22,3.66,3.79,2.03,3.39,3.53
Poland,Ekstraklasa,2017/2018,23/09/2017,19:30,Korona Kielce,Wisla,2,1,H,2.39,3.48,3.14,2.64,3.51,3.2,2.34,3.3,2.95
Poland,Ekstraklasa,2017/2018,24/09/2017,14:30,Zaglebie,Sandecja Nowy S.,1,0,H,1.64,4.0,6.04,1.71,4.0,6.1,1.62,3.71,5.49
Poland,Ekstraklasa,2017/2018,24/09/2017,17:00,Jagiellonia,Legia,1,0,H,2.85,3.38,2.64,2.85,3.5,2.75,2.68,3.22,2.59
Poland,Ekstraklasa,2017/2018,25/09/2017,17:00,Cracovia,Wisla Plock,1,3,A,2.43,3.15,3.38,2.45,3.3,3.54,2.35,3.16,3.07
Poland,Ekstraklasa,2017/2018,29/09/2017,17:00,Sandecja Nowy S.,Slask Wroclaw,1,1,D,3.28,3.49,2.31,3.4,3.49,2.5,3.02,3.22,2.34
Poland,Ekstraklasa,2017/2018,29/09/2017,19:30,Arka Gdynia,Cracovia,1,1,D,1.93,3.53,4.52,1.93,3.58,4.54,1.87,3.36,4.2
Poland,Ekstraklasa,2017/2018,30/09/2017,14:30,Lechia Gdansk,Zaglebie,1,0,H,2.34,3.43,3.28,2.38,3.43,3.4,2.26,3.25,3.14
Poland,Ekstraklasa,2017/2018,30/09/2017,17:00,Pogon Szczecin,Korona Kielce,0,0,D,2.07,3.54,3.84,2.3,3.54,3.84,2.12,3.35,3.37
Poland,Ekstraklasa,2017/2018,30/09/2017,19:30,Wisla,Jagiellonia,0,0,D,2.68,3.16,2.98,2.68,3.25,2.98,2.55,3.08,2.82
Poland,Ekstraklasa,2017/2018,01/10/2017,14:30,Gornik Z.,Piast Gliwice,1,0,H,2.11,3.72,3.53,2.11,3.86,3.8,2.01,3.53,3.48
Poland,Ekstraklasa,2017/2018,01/10/2017,14:30,Wisla Plock,Termalica B-B.,1,0,H,2.16,3.54,3.57,2.29,3.54,3.57,2.16,3.3,3.32
Poland,Ekstraklasa,2017/2018,01/10/2017,17:00,Lech Poznan,Legia,3,0,H,2.66,3.18,3.0,2.66,3.25,3.1,2.52,3.08,2.88
Poland,Ekstraklasa,2017/2018,13/10/2017,17:00,Korona Kielce,Wisla Plock,2,0,H,2.04,3.68,3.8,2.14,3.7,3.8,2.0,3.45,3.55
Poland,Ekstraklasa,2017/2018,13/10/2017,19:30,Jagiellonia,Lech Poznan,1,1,D,2.37,3.14,3.51,2.55,3.2,3.51,2.33,3.05,3.2
Poland,Ekstraklasa,2017/2018,14/10/2017,14:30,Piast Gliwice,Sandecja Nowy S.,2,2,D,2.21,3.46,3.53,2.25,3.5,4.25,2.1,3.31,3.45
Poland,Ekstraklasa,2017/2018,14/10/2017,17:00,Termalica B-B.,Arka Gdynia,1,1,D,2.49,3.25,3.17,2.59,3.25,3.17,2.38,3.13,3.0
Poland,Ekstraklasa,2017/2018,14/10/2017,19:30,Slask Wroclaw,Wisla,0,2,A,2.18,3.42,3.64,2.35,3.46,3.64,2.19,3.28,3.25
Poland,Ekstraklasa,2017/2018,15/10/2017,14:30,Zaglebie,Gornik Z.,3,2,H,1.97,3.7,4.06,1.97,3.76,4.8,1.82,3.6,4.1
Poland,Ekstraklasa,2017/2018,15/10/2017,17:00,Legia,Lechia Gdansk,1,0,H,1.87,3.73,4.48,1.9,3.75,4.55,1.81,3.58,4.24
Poland,Ekstraklasa,2017/2018,16/10/2017,17:00,Cracovia,Pogon Szczecin,3,0,H,2.99,3.47,2.49,3.2,3.47,2.65,2.93,3.23,2.38
Poland,Ekstraklasa,2017/2018,20/10/2017,17:00,Zaglebie,Piast Gliwice,2,2,D,1.7,3.9,5.49,1.7,4.0,6.0,1.64,3.75,5.24
Poland,Ekstraklasa,2017/2018,20/10/2017,19:30,Gornik Z.,Korona Kielce,3,3,D,2.36,3.63,3.08,2.38,3.63,3.4,2.27,3.4,3.0
Poland,Ekstraklasa,2017/2018,21/10/2017,14:30,Sandecja Nowy S.,Cracovia,1,1,D,2.42,3.46,3.11,2.5,3.46,3.15,2.36,3.24,2.96
Poland,Ekstraklasa,2017/2018,21/10/2017,17:00,Pogon Szczecin,Termalica B-B.,2,3,A,1.61,4.23,6.0,1.8,4.3,6.0,1.6,3.92,5.32
Poland,Ekstraklasa,2017/2018,21/10/2017,19:30,Lechia Gdansk,Lech Poznan,3,3,D,3.15,3.28,2.48,3.15,3.28,2.76,2.96,3.11,2.44
Poland,Ekstraklasa,2017/2018,22/10/2017,14:30,Arka Gdynia,Jagiellonia,4,1,H,3.13,3.13,2.59,3.2,3.25,2.62,2.94,3.04,2.5
Poland,Ekstraklasa,2017/2018,22/10/2017,17:00,Wisla,Legia,0,1,A,2.77,3.46,2.67,2.85,3.5,2.71,2.7,3.25,2.56
Poland,Ekstraklasa,2017/2018,23/10/2017,17:00,Wisla Plock,Slask Wroclaw,4,1,H,2.41,3.48,3.09,2.45,3.5,3.11,2.36,3.28,2.94
Poland,Ekstraklasa,2017/2018,27/10/2017,17:00,Slask Wroclaw,Pogon Szczecin,3,0,H,2.54,3.3,3.05,2.54,3.4,3.2,2.36,3.26,2.98
Poland,Ekstraklasa,2017/2018,27/10/2017,19:30,Lech Poznan,Wisla,1,1,D,1.71,3.78,5.64,1.8,3.82,5.7,1.71,3.57,4.99
Poland,Ekstraklasa,2017/2018,28/10/2017,14:30,Piast Gliwice,Wisla Plock,2,1,H,2.82,3.27,2.75,2.84,3.32,2.8,2.68,3.2,2.61
Poland,Ekstraklasa,2017/2018,28/10/2017,17:00,Cracovia,Termalica B-B.,1,1,D,2.34,3.48,3.22,2.38,3.5,3.4,2.24,3.3,3.14
Poland,Ekstraklasa,2017/2018,28/10/2017,19:30,Sandecja Nowy S.,Gornik Z.,1,2,A,3.06,3.43,2.46,3.06,3.44,2.53,2.87,3.28,2.4
Poland,Ekstraklasa,2017/2018,29/10/2017,14:30,Jagiellonia,Zaglebie,3,1,H,2.14,3.39,3.81,2.21,3.46,3.81,2.09,3.26,3.54
Poland,Ekstraklasa,2017/2018,29/10/2017,17:00,Legia,Arka Gdynia,2,0,H,1.61,4.05,6.35,1.63,4.1,6.35,1.58,3.88,5.69
Poland,Ekstraklasa,2017/2018,30/10/2017,17:00,Lechia Gdansk,Korona Kielce,0,5,A,2.0,3.62,4.01,2.15,3.62,4.2,1.97,3.42,3.74
Poland,Ekstraklasa,2017/2018,03/11/2017,17:00,Korona Kielce,Slask Wroclaw,3,0,H,2.28,3.73,3.15,2.28,3.73,3.25,2.19,3.48,3.08
Poland,Ekstraklasa,2017/2018,03/11/2017,19:30,Arka Gdynia,Lechia Gdansk,0,1,A,2.66,3.24,2.94,2.71,3.28,3.1,2.54,3.13,2.81
Poland,Ekstraklasa,2017/2018,04/11/2017,14:30,Wisla Plock,Jagiellonia,1,2,A,2.57,3.33,2.98,2.68,3.44,3.1,2.5,3.22,2.79
Poland,Ekstraklasa,2017/2018,04/11/2017,17:00,Wisla,Sandecja Nowy S.,3,0,H,1.92,3.49,4.6,1.95,3.5,4.6,1.88,3.37,4.15
Poland,Ekstraklasa,2017/2018,04/11/2017,19:30,Gornik Z.,Lech Poznan,3,1,H,3.74,3.65,2.07,3.94,3.7,2.1,3.61,3.45,2.0
Poland,Ekstraklasa,2017/2018,05/11/2017,14:30,Termalica B-B.,Piast Gliwice,2,1,H,2.21,3.34,3.67,2.25,3.4,3.89,2.16,3.21,3.4
Poland,Ekstraklasa,2017/2018,05/11/2017,14:30,Zaglebie,Cracovia,1,2,A,1.74,3.84,5.3,1.77,3.84,5.5,1.7,3.6,4.91
